Adresse,Anbieter,Ausstattung,Badezimmer,Balkon/ Terrasse,Baujahr,Bezugsfrei ab,Einbauküche,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Etage,Gesamtmiete,Heizkosten,Heizungsart,Kaltmiete,Kaution o. Genossenschaftsanteile,Modernisierung/ Sanierung,Nebenkosten,Objektzustand,Personenaufzug,Schlafzimmer,Titel,Url,Wesentliche Energieträger,Wohnfläche ca.,Zimmer,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
"Stallschreiberstraße 25-28, 10179 Berlin, Mitte (Mitte)",,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,4 von 4,2060.0,,Fußbodenheizung,1710.0,3 Kaltmieten,,350.0,Erstbezug,True,,Erstbezug in 3-Zimmer-Wohnung mit unverbautem Parkblick (Berlin Mitte),https://www.immobilienscout24.de/expose/115595249,Fernwärme,85.5,3,Stallschreiberstraße,10179 Berlin,25,Mitte,Mitte,20.0,Mitt,Mitte
"14169 Berlin, Zehlendorf (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1935.0,,,,laut Gesetz nicht erforderlich,,,,1 von 3,830.0,60.0,Etagenheizung,660.0,1980,2011.0,110.0,Vollständig renoviert,,,Wohnen am Grunewald und an der U-Bahn zum Zentrum,https://www.immobilienscout24.de/expose/108739606,Gas,60.0,3,,14169 Berlin,,Zehlendorf,Zehlendorf,11.0,StZe,Zehld
"Witzlebenstraße 1, 14057 Berlin, Charlottenburg (Charlottenburg)",Suarezstr. 62 14057 Berlin,,2.0,,2018.0,,True,,liegt vor,Bedarfsausweis,,,5 von 6,3280.0,0.0,Fußbodenheizung,2900.0,8700,,380.0,,True,,Traumhafte 4-Zimmer-Wohnung Nahe Lietzensee,https://www.immobilienscout24.de/expose/111003945,Fernwärme,145.6,4,Witzlebenstraße,14057 Berlin,1,Charlottenburg,Charlottenburg,19.91758241758242,ChWi,Charl
"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,,,,,,,,,,,2,1600.0,,Etagenheizung,1600.0,8700,,,,,,Husemannstraße! Schöne 3 Zi. Altbauwohnung in Berlin !,https://www.immobilienscout24.de/expose/115267714,,94.0,3,,10435 Berlin,,Prenzlauer Berg,Prenzlauer Berg,17.02127659574468,Pank,Prenz
"14109 Berlin-Wannsee, Wannsee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",FURCH Wirtschaftsberatung Potsdamer Str. 44 14163 Berlin-Zehlendorf,,1.0,,1990.0,,True,,liegt vor,Verbrauchsausweis,,185.2,0 von 3,1830.0,0.0,Zentralheizung,1450.0,3 Monatskaltmieten,,380.0,Vollständig renoviert,,,Maisonette am Kleinen Wannsee - hier sollten Sie einziehen!!,https://www.immobilienscout24.de/expose/58020370,Erdgas leicht,131.0,4,,14109 Berlin-Wannsee,,Wannsee,Zehlendorf,11.068702290076336,StZe,Zehld
"Innsbrucker Strasse 37, 10825 Berlin, Schöneberg (Schöneberg)",Berlin,,1.0,,1911.0,,,,,,,,4 von 4,2020.65,0.0,Zentralheizung,1570.65,4500-,2005.0,200.0,Gepflegt,True,,"Repräsentative Räume eines Baudenkmals in Schöneberg, Nähe Innsbrucker Platz",https://www.immobilienscout24.de/expose/88653722,,145.0,4,Innsbrucker Straße,10825 Berlin,37,Schöneberg,Schöneberg,10.832068965517243,TSch,Schön
"Granitzstraße 6a, 13189 Berlin, Pankow (Pankow)",Berlin,,1.0,,2019.0,,,,liegt vor,Bedarfsausweis,,,4 von 4,1334.8,,Etagenheizung,1047.5,3142.5,,148.0,Erstbezug,,,Erstbezug: 2-Zimmer Dachgeschosswohnung in Pankow,https://www.immobilienscout24.de/expose/115599175,Gas,86.0,2,Granitzstraße,13189 Berlin,6A,Pankow,Pankow,12.180232558139535,Pank,Panko
"14129 Berlin, Zehlendorf (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Renate Salbach,,1.0,,1905.0,,True,,liegt vor,Bedarfsausweis,,,,730.0,0.0,Gas-Heizung,600.0,1716.00,2012.0,130.0,Gepflegt,,,"Schöne zwei Zimmer Wohnung in Berlin, Schlachtensee",https://www.immobilienscout24.de/expose/100991939,Gas,52.0,2,,14129 Berlin,,Zehlendorf,Zehlendorf,11.538461538461538,StZe,Zehld
"brunnenstr 182, 10119 berlin, Mitte (Mitte)",Berlin,,1.0,,,,True,,liegt zur Besichtigung vor,,,,2 von 5,1450.0,0.0,,1090.0,1000.00,2016.0,360.0,Saniert,,1.0,"1.090 €, 45 m², 2 Zimmer",https://www.immobilienscout24.de/expose/100107834,,45.0,2,Brunnenstraße,10119 berlin,182,Mitte,Mitte,24.22222222222222,Mitt,Mitte
"13187 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,2.0,,2014.0,,True,,liegt vor,Bedarfsausweis,,,1 von 4,1660.0,0.0,Fußbodenheizung,1400.0,4200,2014.0,260.0,Neuwertig,True,1.0,Wohnen in Pankow. 3 Zimmer in ruhiger Wohnlage.,https://www.immobilienscout24.de/expose/115550119,Fernwärme,104.0,3,,13187 Berlin,,Pankow,Pankow,13.461538461538462,Pank,Panko
"Ebereschenallee 36, 14050 Berlin, Charlottenburg (Charlottenburg)",,,1.0,,1960.0,,True,,liegt vor,Verbrauchsausweis,,,1 von 2,703.15,100.0,,503.15,1509.45,,100.0,Neuwertig,,,"Sonnige, geräumige ein Zimmer Wohnung in Westend",https://www.immobilienscout24.de/expose/115595305,,58.24,1,Ebereschenallee,14050 Berlin,36,Charlottenburg,Charlottenburg,8.639251373626372,ChWi,Charl
"Plönzeile 35, 12459 Berlin-Oberschöneweide, Oberschöneweide (Köpenick)",,,1.0,,1912.0,,True,,liegt vor,Bedarfsausweis,,,0 von 3,662.0,0.0,Zentralheizung,522.0,3 Nettokaltmieten. Ratenzahlung möglich,2017.0,80.0,Saniert,,1.0,Schmucke Zweizimmerwohnung in ruhiger Seitenstraße,https://www.immobilienscout24.de/expose/39440671,Erdgas leicht,50.94,2,Plönzeile,12459 Berlin-Oberschöneweide,35,Oberschöneweide,Köpenick,10.247349823321555,TrKö,Köpen
"Einbecker Straße 78, 10315 Berlin, Friedrichsfelde (Lichtenberg)",,,1.0,,,,True,,,,,,4 von 5,600.0,0.0,Zentralheizung,500.0,1500,,100.0,,True,,"Möbliertes 1-Zimmer-Apartment mit Pantryküche, ALL-IN-Miete (incl. Wlan, Strom, etc.)",https://www.immobilienscout24.de/expose/114818786,,16.27,1,Einbecker Straße,10315 Berlin,78,Friedrichsfelde,Lichtenberg,30.73140749846343,Lich,Liber
"10967 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1959.0,,True,,liegt zur Besichtigung vor,,,,6 von 6,1350.0,0.0,Zentralheizung,1160.0,1500,2019.0,190.0,Neuwertig,True,,3-Zi-Whg mit grünem Panoramablick in bester Kreuzberg-Lage,https://www.immobilienscout24.de/expose/115490489,Öl,70.0,3,,10967 Berlin,,Kreuzberg,Kreuzberg,16.571428571428573,FrKr,Kreuz
"Niebuhrstraße 57c, 10629 Berlin, Charlottenburg (Charlottenburg)",,,1.0,,1901.0,,True,,liegt vor,Verbrauchsausweis,,,3 von 4,1700.0,0.0,Zentralheizung,1500.0,3 Nettomieten,2018.0,200.0,Neuwertig,,,"1.500 €, 80 m², 3 Zimmer",https://www.immobilienscout24.de/expose/108020524,Fernwärme,80.0,3,Niebuhrstraße,10629 Berlin,57C,Charlottenburg,Charlottenburg,18.75,ChWi,Charl
"12157 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1901.0,,True,,laut Gesetz nicht erforderlich,,,,2 von 5,2050.0,,Etagenheizung,1800.0,4000,2017.0,250.0,Modernisiert,,2.0,"Eleganter Jugendstil-Altbau in ruhiger Lage, Schöneberg Friedenau",https://www.immobilienscout24.de/expose/115390019,Gas,130.0,5,,12157 Berlin,,Schöneberg,Schöneberg,13.846153846153847,TSch,Schön
"10439 berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1910.0,,True,,laut Gesetz nicht erforderlich,,,,3 von 5,1900.0,0.0,Zentralheizung,1700.0,Deutschland,2010.0,200.0,Saniert,True,,Möblierte 3 Zimmer Altbau Wohnung Prenzlauer Berg,https://www.immobilienscout24.de/expose/115421577,Fernwärme,83.0,3,,10439 berlin,,Prenzlauer Berg,Prenzlauer Berg,20.481927710843372,Pank,Prenz
"Wallstr. 18, 10179 Berlin, Mitte (Mitte)",,,1.0,,2020.0,,True,,liegt vor,Bedarfsausweis,,,6 von 7,1955.0,0.0,Fernwärme,1685.0,5055,,270.0,Neuwertig,True,,"Exklusive, neuwertige 3-Zi.-Wohnung mit Balkon und EBK nahe Spreekanal in Mitte",https://www.immobilienscout24.de/expose/115475485,Fernwärme,95.29,3,Wallstraße,10179 Berlin,18,Mitte,Mitte,17.682862839752335,Mitt,Mitte
"Rungestraße 21, 10179 Berlin, Mitte (Mitte)",,,2.0,,2014.0,,True,,liegt vor,,,,2 von 2,2290.0,0.0,,1990.0,5000,2014.0,300.0,Neuwertig,True,,Mitten in Mitte - sehr ruhig mit grossem Balkon Baujahr 2014 - 4 Zimmer,https://www.immobilienscout24.de/expose/114999147,,110.0,4,Rungestraße,10179 Berlin,21,Mitte,Mitte,18.09090909090909,Mitt,Mitte
"Bornholmer Str. 70, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",,,1.0,,2019.0,,True,,liegt vor,,,,,1250.0,0.0,,1090.0,3270,,160.0,Erstbezug,True,,"Erstbezug mit Einbauküche und Balkon: schöne 2-Zimmer-Wohnung in Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/115238303,,55.28,2,Bornholmer Straße,10439 Berlin,70,Prenzlauer Berg,Prenzlauer Berg,19.7178002894356,Pank,Prenz
"10405 berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,2.0,,1900.0,,True,,liegt zur Besichtigung vor,,,,3 von 3,4213.0,0.0,Zentralheizung,3700.0,6000,2012.0,513.0,Modernisiert,,3.0,"Loft im Bötzowviertel * Absolute Ruhe,Lichtdurchflutet & Modern f. Teilgewerbe direkt von Eigentümer",https://www.immobilienscout24.de/expose/75026850,Gas,180.0,4,,10405 berlin,,Prenzlauer Berg,Prenzlauer Berg,20.555555555555557,Pank,Prenz
"Gabriele-Tergit-Promenade 21, 10963 Berlin, Tiergarten (Tiergarten)",G&E Property Invest GmbH Krausenstraße 37 10117 Berlin,,2.0,,2018.0,,True,,laut Gesetz nicht erforderlich,,,,11 von 11,3380.0,,,2990.0,6000,,390.0,Erstbezug,True,2.0,Atemberaubendes Penthouse mit Aufdachterrasse am Potsdamer Platz,https://www.immobilienscout24.de/expose/114583873,,120.0,3,Gabriele-Tergit-Promenade,10963 Berlin,21,Tiergarten,Tiergarten,24.916666666666668,Mitt,Tierg
"Proskauer Strasse 34, 10247 Berlin, Friedrichshain (Friedrichshain)",Hausverwaltung Guido Pagenstecher,,1.0,,1908.0,,True,,,,,,2 von 4,997.0,62.0,Zentralheizung,828.0,2400,2018.0,107.0,Modernisiert,,,ideale WG-Wohnung im frisch sanierten Altbau,https://www.immobilienscout24.de/expose/88467906,Gas,69.0,3,Proskauer Straße,10247 Berlin,34,Friedrichshain,Friedrichshain,12.0,FrKr,Frhai
"Mollstraße 2, 10178 Berlin, Mitte (Mitte)",BBI Berlin Immobilien GmbH,,1.0,,1966.0,,True,,liegt vor,Verbrauchsausweis,,,9 von 10,800.0,140.0,Zentralheizung,660.0,2400,2018.0,,Modernisiert,True,1.0,Bezugsfreies Apartment mit Balkon am Alexanderplatz,https://www.immobilienscout24.de/expose/115238913,Erdwärme,36.0,1,Mollstraße,10178 Berlin,2,Mitte,Mitte,18.333333333333332,Mitt,Mitte
"Minskerstr. 10, 12683 Berlin, Biesdorf (Marzahn)",,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,1656.88,,Blockheizkraftwerke,1430.0,2 Kaltmieten,,226.88,Erstbezug,True,,"Erstbezug mit Einbauküche und Balkon: schöne 3-Zimmer-DG-Wohnung in Biesdorf (Marzahn), Berlin",https://www.immobilienscout24.de/expose/114939948,KWK fossil,95.46,3,Minsker Straße,12683 Berlin,10,Biesdorf,Marzahn,14.980096375445214,MaHe,Marza
"Piesporter Str. 61, 13088 Berlin, Weißensee (Weißensee)",,,1.0,,2020.0,,True,,liegt zur Besichtigung vor,,,,3 von 4,1270.0,0.0,Fernwärme,1070.0,3210.00,2020.0,200.0,Erstbezug,True,,Erstbezug einer 3-Zimmer-Wohnung mit Einbauküche in 13088 Berlin-Weißensee,https://www.immobilienscout24.de/expose/115238746,Gas,79.0,3,Piesporter Straße,13088 Berlin,61,Weißensee,Weißensee,13.544303797468354,Pank,Weißs
"12161 Berlin, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1910.0,,True,,liegt vor,,,,2 von 3,1330.0,0.0,Zentralheizung,1100.0,3300,2020.0,230.0,Vollständig renoviert,,,"Schöne, geräumige drei Zimmer Wohnung in Berlin, Friedenau (Schöneberg)",https://www.immobilienscout24.de/expose/115489010,Gas,95.0,3,,12161 Berlin,,Friedenau,Schöneberg,11.578947368421053,TSch,Schön
"Eisenacher Str. 0, 12685 Berlin, Marzahn (Marzahn)",,,2.0,,,,True,,,,,,4 von 4,1330.0,0.0,Fernwärme,980.0,3200,,350.0,,True,,Nachmieter für 5-Zimmer-Dachgeschosswohnung gegenüber den „Gärten der Welt“ gesucht,https://www.immobilienscout24.de/expose/96556337,,130.0,5,Eisenacher Straße,12685 Berlin,0,Marzahn,Marzahn,7.538461538461538,MaHe,Marza
"Birkenstraße 0, 10559 Berlin, Tiergarten (Tiergarten)",,,1.0,,,,True,,,,,,2 von 4,590.0,0.0,Fernwärme,460.0,1300,,130.0,,,,"Schöne,sonnige und ruhige Balkonwohnung in Berlin, Tiergarten",https://www.immobilienscout24.de/expose/102481000,,38.0,1,Birkenstraße,10559 Berlin,0,Tiergarten,Tiergarten,12.105263157894736,Mitt,Tierg
"Seesener Straße 50, 10711 Berlin, Wilmersdorf (Wilmersdorf)",,,1.0,,1900.0,,True,,liegt vor,Bedarfsausweis,,,4 von 5,830.0,121.0,Fernwärme,658.0,1974,2014.0,51.0,Modernisiert,,,*Provisionsfrei* Luxuriös renovierte Altbauwohnung am Ku'damm,https://www.immobilienscout24.de/expose/78249310,Fernwärme,59.0,1,Seesener Straße,10711 Berlin,50,Wilmersdorf,Wilmersdorf,11.152542372881356,ChWi,Wilmd
"12161 Berlin-Friedenau, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1906.0,,True,,liegt zur Besichtigung vor,,,,3 von 5,785.0,0.0,Öl-Heizung,645.0,1935,2020.0,140.0,Vollständig renoviert,,,"Stilvolle, vollständig renovierte 2-Zimmer-Wohnung mit Balkon und EBK in Berlin-Friedenau",https://www.immobilienscout24.de/expose/115488331,Öl,53.0,2,,12161 Berlin-Friedenau,,Friedenau,Schöneberg,12.169811320754716,TSch,Schön
"12557 Berlin, Köpenick (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,2006.0,,,,liegt vor,Verbrauchsausweis,,,,820.0,0.0,Gas-Heizung,620.0,1800,,200.0,Gepflegt,,,"Schöne, geräumige Dachgeschosswohnung in ruhiger Lage in Berlin, Köpenick",https://www.immobilienscout24.de/expose/115488636,Gas,63.29,2,,12557 Berlin,,Köpenick,Köpenick,9.796176331173962,TrKö,Köpen
"Pestalozzistraße 3, 12557 Berlin, Köpenick (Köpenick)",Jens-Uwe Knott Geneststraße 5 10829 Berlin,,2.0,,,,True,,liegt vor,Bedarfsausweis,,,3 von 3,1170.0,0.0,Zentralheizung,1000.0,3 Nettokaltmieten,2017.0,90.0,Modernisiert,,2.0,Top- modernisierte 3-Zimmer Dachgeschosswohnung mit Grünblick,https://www.immobilienscout24.de/expose/57832773,Gas,88.0,3,Pestalozzistraße,12557 Berlin,3,Köpenick,Köpenick,11.363636363636363,TrKö,Köpen
"Bismarckallee 0, 14193 Berlin, Grunewald (Wilmersdorf)",Fortunae Dienstleistungs GmbH,,2.0,,1988.0,,True,,liegt vor,Verbrauchsausweis,,,0 von 2,3547.0,0.0,Gas-Heizung,3097.0,3 Nettokaltmieten,2019.0,450.0,Neuwertig,,,"Traumhafte Maisonette Wohnungen in Grunewald (Wilmersdorf), Berlin",https://www.immobilienscout24.de/expose/115274040,Erdgas schwer,163.0,4,Bismarckallee,14193 Berlin,0,Grunewald,Wilmersdorf,19.0,ChWi,Wilmd
"Goebenstraße 3, 10783 Berlin, Schöneberg (Schöneberg)",,,1.0,,1989.0,,True,,liegt zur Besichtigung vor,,,,1 von 5,1223.63,120.0,Zentralheizung,903.63,2710.89,2018.0,200.0,Vollständig renoviert,True,,Vollständig renovierte 3-Zimmer-Wohnung mit Balkon zwischen Winterfeldplatz und Park am Gleisdreieck,https://www.immobilienscout24.de/expose/115463931,Gas,69.51,3,Goebenstraße,10783 Berlin,3,Schöneberg,Schöneberg,12.999999999999998,TSch,Schön
"Caroline-von-Humboldt-Weg 8, 10117 Berlin, Mitte (Mitte)",Eva Schwab LEBELIEBERSCHOENER Caroline-v-Humboldt-Weg 8 10117 Berlin,,1.0,,2007.0,,True,,,,,,2,1450.0,0.0,Zentralheizung,1200.0,3NKM,,250.0,Neuwertig,True,1.0,Ideal für Pendler - Townhauswohnung in Mitte,https://www.immobilienscout24.de/expose/42703625,,63.0,2,Caroline-von-Humboldt-Weg,10117 Berlin,8,Mitte,Mitte,19.047619047619047,Mitt,Mitte
"Rungestraße 21, 10179 Berlin, Mitte (Mitte)",,,2.0,,,,True,,,,,,3 von 6,2300.0,0.0,,1750.0,700,,550.0,,True,,"5-Room apartment in Mitte for Feb-Mai, 5-Zimmer Neubau Feb-Mai in Mitte",https://www.immobilienscout24.de/expose/115226319,,130.0,5,Rungestraße,10179 Berlin,21,Mitte,Mitte,13.461538461538462,Mitt,Mitte
"Gürtelstraße 28, 10247 Berlin, Friedrichshain (Friedrichshain)",,,2.0,,2015.0,,True,,,,,,3 von 5,2080.0,,Fußbodenheizung,1700.0,700,2019.0,,Vollständig renoviert,True,3.0,"1.700 €, 112 m², 4 Zimmer",https://www.immobilienscout24.de/expose/114986811,,112.81,4,Gürtelstraße,10247 Berlin,28,Friedrichshain,Friedrichshain,15.069586029607304,FrKr,Frhai
"Ansbacher Straße 30, 10789 Berlin, Schöneberg (Schöneberg)",,,2.0,,,,True,,,Bedarfsausweis,,,3 von 6,2350.0,0.0,Fußbodenheizung,2000.0,6000,2014.0,320.0,Neuwertig,True,,"Schöne, geräumige drei Zimmer Wohnung in Berlin, Schöneberg",https://www.immobilienscout24.de/expose/112877363,Fernwärme,113.0,3,Ansbacher Straße,10789 Berlin,30,Schöneberg,Schöneberg,17.699115044247787,TSch,Schön
"Mollstraße 3a, 10178 Berlin, Mitte (Mitte)",,,1.0,,1966.0,,True,,liegt vor,Verbrauchsausweis,,,1 von 9,1050.0,0.0,Fernwärme,900.0,3150,2017.0,150.0,Erstbezug,True,,"Hübsche, helle 2,5 Zimmer-Neubau-Wohnung mit Wohnküche, Balkon direkt am Alexanderplatz ab 01.03.20",https://www.immobilienscout24.de/expose/108037526,Fernwärme,50.53,"2,5",Mollstraße,10178 Berlin,3A,Mitte,Mitte,17.81120126657431,Mitt,Mitte
"Erich-Nehlhans-Straße 21, 10247 Berlin, Friedrichshain (Friedrichshain)",Gerit Herrmann Gmbh Frankenheimer Straße 26 04435 Schkeuditz,,1.0,,2019.0,,True,,liegt zur Besichtigung vor,,,,1 von 5,1290.0,,Fußbodenheizung,1120.0,3150,,170.0,,True,1.0,Erstbezug: freundliche 2-Zimmerwohnung mit Balkon und moderner Einbauküche in Berlin Friedrichshain,https://www.immobilienscout24.de/expose/114682380,Fernwärme,64.0,2,Erich-Nehlhans-Straße,10247 Berlin,21,Friedrichshain,Friedrichshain,17.5,FrKr,Frhai
"Stralauer Allee 5, 10245 Berlin, Friedrichshain (Friedrichshain)",,,1.0,,2016.0,,True,,liegt zur Besichtigung vor,,,,6 von 6,1520.0,0.0,Fernwärme,1280.0,4350.00,,240.0,Neuwertig,True,,"Neuwertige 2 Zimmer Luxuswohnung am Spreeufer, Berlin - Friedrichshain",https://www.immobilienscout24.de/expose/115154538,Fernwärme,57.8,2,Stralauer Allee,10245 Berlin,5,Friedrichshain,Friedrichshain,22.145328719723185,FrKr,Frhai
"10249 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Farmers Land Holding GmbH An der Pönt 48 40885 Ratingen,,2.0,,1900.0,,True,,laut Gesetz nicht erforderlich,,,,4 von 4,3200.0,0.0,Zentralheizung,3200.0,3 Monatsmieten,2012.0,,Erstbezug nach Sanierung,True,2.0,Luxuriöse Dachgeschosswohnung mit Blick auf den Volkspark Friedrichshain,https://www.immobilienscout24.de/expose/113927436,Fernwärme,125.41,3,,10249 Berlin,,Friedrichshain,Friedrichshain,25.516306514632006,FrKr,Frhai
"Pflugstraße 18, 10115 Berlin, Mitte (Mitte)",,,1.0,,1990.0,,True,,liegt vor,Verbrauchsausweis,,,,1050.0,0.0,,900.0,0,,150.0,,,,Schöne 2-Zimmer-Wohnung mit Balkon und EBK,https://www.immobilienscout24.de/expose/115524598,,60.0,2,Pflugstraße,10115 Berlin,18,Mitte,Mitte,15.0,Mitt,Mitte
"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Rochberg Immobilien - Anna Rochberg Emser Str. 5 10719 Berlin,,1.0,,2019.0,,True,,liegt vor,Verbrauchsausweis,,,6 von 6,1800.0,0.0,Zentralheizung,1600.0,3 NKM,2019.0,200.0,Erstbezug,True,1.0,Exklusiv möbliertes Penthouse - Süd - Terrasse- Erstbezug!,https://www.immobilienscout24.de/expose/103715135,,60.0,2,,10707 Berlin,,Wilmersdorf,Wilmersdorf,26.666666666666668,ChWi,Wilmd
"Rennbahnstraße 27, 13086 Berlin, Weißensee (Weißensee)",Jens-Uwe Knott Geneststraße 5 10829 Berlin,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,4 von 4,2145.0,0.0,Zentralheizung,1905.0,3 Nettokaltmieten,2019.0,150.0,Erstbezug,,3.0,Neubau Penthouse mit Dachgarten als Erstbezug,https://www.immobilienscout24.de/expose/103127247,Erdgas leicht,127.0,4,Rennbahnstraße,13086 Berlin,27,Weißensee,Weißensee,15.0,Pank,Weißs
"Briesener Weg 92, 12623 Berlin, Mahlsdorf (Hellersdorf)",Rösler Hausverwaltung Sudermannstr. 62 12623 Berlin,,1.0,,2009.0,,True,,,,,,1 von 2,1230.0,0.0,Zentralheizung,1030.0,3 Kaltmieten,2009.0,200.0,Neuwertig,,1.0,3 Raum Wohnung m. 2 Balkonen im Siedlungsgebiet,https://www.immobilienscout24.de/expose/50187926,Gas,81.5,3,BriesenerWeg,12623 Berlin,92,Mahlsdorf,Hellersdorf,12.63803680981595,MaHe,Helld
"Erich-Nehlhans Straße 21, 10247 Berlin, Friedrichshain (Friedrichshain)",Gerit Herrmann Gmbh Frankenheimer Straße 26 04435 Schkeuditz,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,3 von 5,990.0,0.0,Fernwärme,860.0,2580.00,,130.0,Erstbezug,True,1.0,Erstbezug: freundliche 1-Zimmer-Wohnung mit Balkon und moderner Einbauküche in Berlin Friedrichshain,https://www.immobilienscout24.de/expose/114683163,Fernwärme,48.0,"1,5",Erich-Nehlhans-Straße,10247 Berlin,21,Friedrichshain,Friedrichshain,17.916666666666668,FrKr,Frhai
"Rapstedter Weg 56, 12305 Berlin, Lichtenrade (Tempelhof)",,,1.0,,,,True,,,,,,1 von 3,624.0,0.0,,480.0,1440,,144.0,,,,"1-Zimmer Traumwohnung mit Einbauküche in Lichtenrade (Tempelhof), Berlin",https://www.immobilienscout24.de/expose/114765272,,48.3,1,Rapstedter Weg,12305 Berlin,56,Lichtenrade,Tempelhof,9.937888198757765,TSch,Temp
"Forster Straße 40, 10999 Berlin, Kreuzberg (Kreuzberg)",Ahlemann Everswinkel GbR,,1.0,,,,True,,,,,,1 von 3,1460.0,0.0,Gas-Heizung,1300.0,2600,2005.0,160.0,Saniert,,,"Schöne, geräumige zwei Zimmer Altbau-Wohnung in Berlin, Kreuzberg",https://www.immobilienscout24.de/expose/107114084,,80.4,2,Forster Straße,10999 Berlin,40,Kreuzberg,Kreuzberg,16.16915422885572,FrKr,Kreuz
"12489 Berlin, Adlershof (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,,,True,,,,,,,905.0,90.0,Zentralheizung,715.0,3 NKM,,100.0,,,,"2-Zimmer-EG-Wohnung mit Einbauküche in Adlershof (Treptow), Berlin",https://www.immobilienscout24.de/expose/115579370,,76.0,2,,12489 Berlin,,Adlershof,Alt-Treptow,9.407894736842104,TrKö,Alttr
"Müllerstraße 68, 13349 Berlin, Wedding (Wedding)",HC&C Hotel- u. Hauscontrolling & Consulting GmbH,,1.0,,1908.0,,,,,,,,5 von 5,1209.45,67.0,Zentralheizung,981.45,2944.35,,161.0,Gepflegt,,1.0,helle und großzügig geschnittene Dachgeschosswohnung,https://www.immobilienscout24.de/expose/113933284,Gas,103.31,3,Müllerstraße,13349 Berlin,68,Wedding,Wedding,9.500048398025362,Mitt,Weddg
"14199 Berlin-Schmargendorf, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,2020.0,,True,,liegt vor,,,,4 von 7,1660.0,0.0,Fußbodenheizung,1350.0,4050,,310.0,Erstbezug,True,,Erstbezug: exklusive 3-Zimmer-Wohnung mit EBK und Süd-Balkon in Schmargendorf,https://www.immobilienscout24.de/expose/115593564,Fernwärme,90.0,3,,14199 Berlin-Schmargendorf,,Schmargendorf,Wilmersdorf,15.0,ChWi,Wilmd
"Schöneberger Straße 10, 10963 Berlin, Kreuzberg (Kreuzberg)",,,1.0,,1989.0,,True,,liegt zur Besichtigung vor,,,,3 von 4,1400.0,0.0,,1100.0,3,2019.0,300.0,Erstbezug nach Sanierung,True,,"Schöne drei Zimmer Wohnung in Berlin, Kreuzberg",https://www.immobilienscout24.de/expose/115580352,,83.5,3,Schöneberger Straße,10963 Berlin,10,Kreuzberg,Kreuzberg,13.173652694610778,FrKr,Kreuz
"12557 Berlin, Köpenick (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1997.0,,True,,liegt zur Besichtigung vor,,,,0 von 0,1306.0,0.0,Zentralheizung,1066.0,3 MM,2019.0,240.0,Erstbezug nach Sanierung,True,,"3 Zimmer Wohnung, Terrasse, kl. Garten und Wasserblick",https://www.immobilienscout24.de/expose/114946874,Fernwärme,82.0,3,,12557 Berlin,,Köpenick,Köpenick,13.0,TrKö,Köpen
