Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adreese
"+YOU ARE READY TO BERLIN-TOP 2,5 ZIMMERWOHNUNG DIREKT AM PETERSBURGER PLATZ+",https://www.immobilienscout24.de/expose/115421903,1.533 €,"113,43 €","162,35 €","1.808,78 €",4599,4 von 4,"109,5 m²","2,5",2,1,True,True,1918,zuletzt 2019,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,163 kWh/(m²*a),Bärlin Housing GmbH 10711 Berlin,"Petersburger Platz 8, 10249 Berlin, Friedrichshain (Friedrichshain)"
Erstbezug - 3-Zimmer-Wohnung in Berlin-Lichtenberg,https://www.immobilienscout24.de/expose/115635523,"1.462,25 €","146,25 €","97,50 €",1.706 €,"4.386,75 € (Ratenzahlung möglich)",4,"97,5 m²",3,,1,True,True,2019,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,WOBEGE Wohnbauten- und Beteiligungsgesellschaft mbH Winckelmannstraße 3-5 12487 Berlin,"Bleckmannweg 9, 10367 Berlin, Lichtenberg (Lichtenberg)"
"Letzte WE - 3 Zi-luxussanierter Stuck-Altbau-WE, mit Balkon und EBK, Parkplatz vor der Tür",https://www.immobilienscout24.de/expose/59344413,995 €,155 €,inkl. 75 €,1.150 €,,3 von 3,71 m²,3,1,1,,True,1911,zuletzt 2019,Modernisiert,Zentralheizung,Gas,,,,TAURUS Baubetreuungs GmbH Herweghstrasse 19 12487 Berlin,"Herweghstrasse 19, 12487 Berlin, Johannisthal (Treptow)"
"Letzte traumhafte 3-Zi-Altbau-Stuck-WE mit Terrasse, Marmorkamin, WG geeignet",https://www.immobilienscout24.de/expose/71054286,1.590 €,220 €,inkl. 100 €,1.810 €,"4770,00",0 von 3,118 m²,3,1,1,,True,1911,zuletzt 2019,Neuwertig,Zentralheizung,Fernwärme,,,,TAURUS Baubetreuungs GmbH,"Herweghstrasse 19, 12487 Berlin, Johannisthal (Treptow)"
"Luxussanierte 2- Zi.-Stuck-Altbau-WE m. Sonnenbalkon, WG -geeignet",https://www.immobilienscout24.de/expose/64858775,920 €,140 €,inkl. 70 €,1.060 €,"2760,00",2 von 1,70 m²,2,1,1,,True,1911,zuletzt 2018,Neuwertig,Zentralheizung,Fernwärme,,,,TAURUS Baubetreuungs GmbH Herweghstrasse 19 12487 Berlin,"Herweghstrasse 19, 12487 Berlin, Johannisthal (Treptow)"
"Luxuswohnung im Erstbezug, Traumblick, 130m², 3 Zimmer, Südterrasse, 2 Stellplätze, Top-Ausstattung",https://www.immobilienscout24.de/expose/115528712,2.800 €,390 €,in Nebenkosten enthalten,3.190 €,"8400,00",6 von 7,"129,94 m²",3,2,2,True,True,2019,,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Christian Kuchenbecker Immobilien Berlin Gierkezeile 42 10585 Berlin,"Stralauer Allee 13, 10245 Berlin, Friedrichshain (Friedrichshain)"
Luxus-Etagen-Wohnung in Jugendstilhaus Bestlage Pankow,https://www.immobilienscout24.de/expose/113170183,960 €,130 €,70 €,1.160 €,3 KM,1 von 4,90 m²,3,2,1,,,2006,zuletzt 2019,Saniert,Zentralheizung,,liegt vor,Verbrauchsausweis,105 kWh/(m²*a),Peter Kreilinger,"Hielscherstraße 25, 13158 Berlin, Rosenthal (Pankow)"
Tolle Maisonette-Wohnung im idyllischen Heiligensee,https://www.immobilienscout24.de/expose/114685896,1.250 €,230 €,150 €,1.730 €,3 Kaltmieten Kaution,1 von 2,142 m²,5,3,1,,,2008,zuletzt 2008,Saniert,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,139 kWh/(m²*a),Peter Kreilinger Kieslingstraße 14 94469 Deggendorf,"Im Rehgrund 58, 13503 Berlin, Heiligensee (Reinickendorf)"
"Penthouse mit 2 Bädern, 2 Dachterrassen, EBK und TG im Neubau-Erstbezug",https://www.immobilienscout24.de/expose/115565639,1.798 €,300 €,in Nebenkosten enthalten,2.098 €,"5.394,00 EUR",6 von 6,"100,22 m²",3,,,True,True,2019,,Erstbezug,Fernwärme,Gas,liegt vor,Bedarfsausweis,,Argos Real Estate GmbH Danziger Str. 51 10435 Berlin,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Dachgeschosswohnung mit Parkettfußboden,https://www.immobilienscout24.de/expose/115639409,2.300 €,240 €,nicht in Nebenkosten enthalten,2.540 € (zzgl. Heizkosten),6900,5 von 5,180 m²,3,,,,,1900,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Czeminskistraße 7, 10829 Berlin, Schöneberg (Schöneberg)"
"Komplett Sanierte Wohnung am Bahnhof Spandau, Ecke Elsflether Weg NACHMIETER gesucht",https://www.immobilienscout24.de/expose/115640538,650 €,90 €,nicht in Nebenkosten enthalten,740 € (zzgl. Heizkosten),3 Kaltmieten,0 von 4,"65,44 m²",2,1,1,,True,1900,zuletzt 2019,Erstbezug nach Sanierung,Etagenheizung,Gas,liegt zur Besichtigung vor,,,Sabine Schäfer Hausverwaltung GmbH Torstr. 6 10119 Berlin,"Brunsbüttler Damm 27, 13581 Berlin, Spandau (Spandau)"
Besichtigung am 24.01.2020 um 18:00 Uhr DACHGESCHOSS m. EBK WESERSTRAßE 68 in 12045 Berlin 2 Zimmer,https://www.immobilienscout24.de/expose/115453803,1.200 €,150 €,inkl. 60 €,1.350 €,4200,5 von 5,73 m²,2,1,1,,True,,zuletzt 2019,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,"113,6 kWh/(m²*a)",B. Philipp Hausverwaltungs GmbH Clayallee 64 14195 Berlin,"Weserstraße 68, 12045 Berlin, Neukölln (Neukölln)"
Wunderschöne 5-Zimmer Altbauwohnung in Grunewald,https://www.immobilienscout24.de/expose/114951792,2.726 €,385 €,95 €,3.206 €,"8178,00",2,188 m²,5,4,2,True,True,1921,,Gepflegt,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,Berliner Gesellschaft für Vermögensverwaltung mbH Cicerostr. 27 10709 Berlin,"Caspar-Theyß-Straße 16, 14193 Berlin, Grunewald (Wilmersdorf)"
Gemütliche Wohnung in ruhigem Umfeld,https://www.immobilienscout24.de/expose/115634931,499 €,100 €,62 €,661 €,1497,2 von 2,"51,8 m²",2,2,1,,,1930,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Schwiegersteig 4, 13629 Berlin, Siemensstadt (Spandau)"
Rollstuhlgerechte Wohnung im Erdgeschoss - TOP Zustand!,https://www.immobilienscout24.de/expose/115335160,530 €,170 €,in Nebenkosten enthalten,700 €,"1.590,00",,"57,71 m²",2,1,1,True,True,1992,,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,"Antonienstraße 49a, 13403 Berlin, Reinickendorf (Reinickendorf)"
"2-Zimmerwohnung mit Balkon, Einbauküche und Wannen-Duschbad",https://www.immobilienscout24.de/expose/108199778,"1.140,71 €",70 €,"59,29 €",1.270 €,3422.13,5 von 7,"55,08 m²",2,,,True,True,2014,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,50 kWh/(m²*a),"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Dolziger Straße 16, 10247 Berlin, Friedrichshain (Friedrichshain)"
"Befristet!2 Zimmer, Küche, Bad: Nahe S-Bhf Julius-Leber-Brücke. Alle Fenster zum ruhigen Hof.",https://www.immobilienscout24.de/expose/115288976,"571,64 €",100 €,55 €,"726,64 €",3 Nettokaltmieten,4 von 4,"52,3 m²",2,,1,,True,1915,,,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,124 kWh/(m²*a),Schön & Sever Vertriebs GmbH Bundesallee 89 12161 Berlin,"Kolonnenstr 35, 10829 Berlin, Schöneberg (Schöneberg)"
Charmantes 2-Zimmer-Wohnung mit Terrasse in grüner Wohnanlage,https://www.immobilienscout24.de/expose/113765336,"722,88 €","132,30 €","63,61 €","918,79 €",2168.64,0 von 3,"57,83 m²",2,1,1,True,True,2016,,Gepflegt,,Fernwärme,liegt vor,Bedarfsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Am Hohen Feld 108, 13125 Berlin, Karow (Weißensee)"
"*Balcony*, *EBK*, *first-time occupation*, great 3 room apt.",https://www.immobilienscout24.de/expose/115629251,"1.447,30 €",164 €,82 €,"1.693,30 €",2895,4 von 5,82 m²,3,2,2,True,True,2019,zuletzt 2019,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Hedwig-Porschütz-Straße 2, 10557 Berlin, Tiergarten (Tiergarten)"
4-Zimmer-Wohnung mit Terrasse - WBS mit Dringlichkeit für 4 Räume erforderlich,https://www.immobilienscout24.de/expose/114739698,"700,84 €","212,07 €","54,01 €","966,92 €",2102.52,0 von 3,"93,1 m²","3,5",3,1,,True,1984,,Gepflegt,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Kloster-Zinna-Str. 31, 12309 Berlin, Lichtenrade (Tempelhof)"
"1,5-Zimmer-Wohnung mit Balkon - WBS für alte Menschen erforderlich",https://www.immobilienscout24.de/expose/115510937,"349,67 €","100,46 €","33,16 €","483,29 €",1049.01,1 von 3,"46,45 m²","1,5",1,1,,,1984,,Gepflegt,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Kloster-Zinna-Str. 17 A, 12309 Berlin, Lichtenrade (Tempelhof)"
FORTUNA: 1-Zimmer-Wohnung nähe Gärten der Welt!,https://www.immobilienscout24.de/expose/115416761,"237,98 €","94,56 €",in Nebenkosten enthalten,"332,54 €",980 EUR,1 von 6,"32,59 m²",1,1,1,,,1984,zuletzt 2017,Saniert,Zentralheizung,Fernwärme,,Verbrauchsausweis,89 kWh/(m²*a),FORTUNA Wohnungsunternehmen eG Rhinstraße 42 12681 Berlin,"Blumberger Damm 295, 12687 Berlin, Marzahn (Marzahn)"
"Großzügiges Wohnen in Schmargendorf - Balkon, EBK, Fahrstuhl",https://www.immobilienscout24.de/expose/114976420,990 €,190 €,110 €,1.290 €,"2.970,00 €",2 von 5,"94,15 m²",3,2,1,True,True,1994,,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"Breite Str. 45, 14199 Berlin, Schmargendorf (Wilmersdorf)"
Erstbezug nach Sanierung - Große 3-Zimmer Wohnung im beliebten Neuköllner Kiez,https://www.immobilienscout24.de/expose/115630496,1.350 €,193 €,110 €,1.653 €,"4.797,00",0 von 4,"107,25 m²",3,2,1,,,1904,zuletzt 2020,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,SorgerTec Hausverwaltung AG Hauptstr. 92-93 12159 Berlin,"Braunschweiger Str. 22, 12055 Berlin, Neukölln (Neukölln)"
"Wundervolle 2-Zimmer-Wohnung mit Ankleide, Bad en Suite und Balkon",https://www.immobilienscout24.de/expose/115515657,"966,48 €","193,97 €","114,75 €","1.275,20 €",2899.44,1,"79,22 m²",2,2,1,True,,2009,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Glarner Straße 4, 12205 Berlin, Lichterfelde (Steglitz)"
umfassend modernisierte 1-Zimmer-Wohnung mit Wannenbad und Einbauküche,https://www.immobilienscout24.de/expose/102713621,800 €,100 €,nicht in Nebenkosten enthalten,900 € (zzgl. Heizkosten),2400,2 von 5,"54,17 m²",1,,,,True,1900,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Thulestraße 15, 13189 Berlin, Pankow (Pankow)"
"Neubau mit Terrasse, EBK, Fußbodenheizung, Parkett, Komfortbad und Gäste-WC",https://www.immobilienscout24.de/expose/115627973,1.078 €,127 €,85 €,1.290 €,3243,3 von 4,"83,13 m²",3,,,True,True,2016,,Vollständig renoviert,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,PRÄZISA Immobilien GmbH & Co Verwaltungs KG Bundesallee 185 10717 Berlin,"Am Amtsgraben 14, 12559 Berlin, Köpenick (Köpenick)"
Schöne 2-Zimmer-Wohnung in Spandau direkt an der Havel,https://www.immobilienscout24.de/expose/115583379,428 €,90 €,40 €,558 €,"1284,00",1 von 3,"50,35 m²",2,1,1,,True,1892,,,,,liegt vor,,,WGW - Werz Goldstein & Werz Hausverwaltungsgesellschaft mbH Podbielskiallee 81 14195 Berlin,"Körnerstraße 2, 13585 Berlin, Spandau (Spandau)"
"Nachmieter gesucht, Altbauwohnung mit Einbauküche",https://www.immobilienscout24.de/expose/115632710,"644,92 €",40 €,"30,08 €",715 €,1934.76,2 von 5,33 m²,1,,,,True,1904,,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Nehringstraße 11, 14059 Berlin, Charlottenburg (Charlottenburg)"
modernisiert mit Einbauküche und Wannenbad,https://www.immobilienscout24.de/expose/115632814,769 €,111 €,70 €,950 €,2307,3 von 4,"42,69 m²",2,,,,True,1930,,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Tassostraße 6A, 13086 Berlin, Weißensee (Weißensee)"
"Co-Living/ all inclusive in möblierter, heller Dachgeschosswohnung mit Terrasse",https://www.immobilienscout24.de/expose/115418288,600 €,290 €,in Nebenkosten enthalten,890 €,1800,5 von 5,"28,63 m²",1,1,1,True,True,,,,,,,,,Wolff + Wolff Immobilien GmbH,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Co-Living/ all inclusive in möblierter, heller Dachgeschosswohnung mit Terrasse",https://www.immobilienscout24.de/expose/115419747,590 €,285 €,in Nebenkosten enthalten,875 €,1770,5 von 5,25 m²,1,1,1,True,True,,,,,,,,,Wolff + Wolff Immobilien GmbH,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Bis zum Sommer 2023: Top moderne Familienwohnung im Erstbezug im schönen Pankow!,https://www.immobilienscout24.de/expose/115506114,1.800 €,185 €,195 €,2.180 €,"5400,00",2 von 5,135 m²,5,4,2,True,True,2019,zuletzt 2019,Erstbezug,,Fernwärme,liegt zur Besichtigung vor,,,Relocation and Real Estate Knesebeckstr. 11 A 12205 Berlin,"Damerowstr. 58, 13187 Berlin, Pankow (Pankow)"
"3 Zi. Luxus-Appartment m. Kaminzimmer, Sonnenbalkon u. EBK, 30 min bis nach Mitte -z.B. Humboldt-Uni",https://www.immobilienscout24.de/expose/92993505,1.250 €,180 €,inkl. 80 €,1.430 €,"3750,00",2 von 3,87 m²,3,1,1,,True,1911,zuletzt 2018,Neuwertig,Zentralheizung,Gas,,,,TAURUS Baubetreuungs GmbH Herweghstrasse 19 12487 Berlin,"Johannes-Werner-Str. 23, 12487 Berlin, Johannisthal (Treptow)"
Live in the heart of Berlin - Potsdamer Platz,https://www.immobilienscout24.de/expose/115640014,940 €,50 €,in Nebenkosten enthalten,990 €,EUR 1980.00,4,16 m²,1,1,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
Live in the heart of Berlin - Potsdamer Platz,https://www.immobilienscout24.de/expose/115640017,940 €,50 €,in Nebenkosten enthalten,990 €,EUR 1980.00,4,19 m²,1,1,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
DIE KÜCHE IST DA!! = WEGELYSTR. 6a = HÖCHSTE QUALITÄT = 2 ZIMMER = NEUBAU = BALKON = 1.OG =ERSTBEZUG,https://www.immobilienscout24.de/expose/115641056,1.182 €,198 €,in Nebenkosten enthalten,1.380 €,3546,1 von 5,"62,18 m²",2,1,,True,True,2019,zuletzt 2020,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,HIS Hickstein Immobilien Systemanalyse Rudolf-Ditzen-Weg 15 13156 Berlin,"Wegelystraße 6a, 10587 Berlin, Charlottenburg (Charlottenburg)"
Zentral gelegene 2-Zimmer mit Balkon in Berlin-Friedrichshain,https://www.immobilienscout24.de/expose/115469530,625 €,100 €,70 €,795 €,"1.875,00 €",6 von 6,"48,09 m²","1,5",1,1,True,True,1997,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,AMO IMMOBILIEN Frank Tichter e. K. Kurfürstendamm 36 10719 Berlin,"Palisadenstraße 45, 10243 Berlin, Friedrichshain (Friedrichshain)"
**Erstbezug ** Lichtdurchflutete 4-Zimmerwohnung mit EBK und zwei Balkonen,https://www.immobilienscout24.de/expose/115231972,"1.999,56 €","224,07 €",in Nebenkosten enthalten,"2.223,63 €",3 Nettokaltmieten,4 von 5,"106,7 m²",4,3,1,True,True,2019,zuletzt 2020,Erstbezug nach Sanierung,Zentralheizung,Holzpellets,liegt vor,Bedarfsausweis,,REK Berlin Apartments Management GmbH,"Caspar-Theyß-Straße 24, 14193 Berlin, Grunewald (Wilmersdorf)"
*1 NKM frei* 3 Zimmer Neubauwohnung mit EBK und Terrasse zwischen Grunewald und Ku'damm,https://www.immobilienscout24.de/expose/115421299,"1.599,58 €","203,09 €",in Nebenkosten enthalten,"1.802,67 €",3 Nettokaltmieten,0 von 4,"96,71 m²",3,2,1,True,True,2019,,Erstbezug,Fußbodenheizung,Holzpellets,liegt vor,Bedarfsausweis,,REK Berlin Apartments Management GmbH,"Caspar-Theyß-Straße 24, 14193 Berlin, Grunewald (Wilmersdorf)"
Modernisierte Wohnung mit Einbauküche und Duschbad,https://www.immobilienscout24.de/expose/114561871,800 €,35 €,35 €,870 €,2400,3 von 5,"27,4 m²",1,,,,True,1955,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Kreuzbergstraße 46A, 10965 Berlin, Kreuzberg (Kreuzberg)"
*Handwerkerobjekt* Geräumige 2 Zimmerwohnung *2er WBS* mit Balkon in Steglitz,https://www.immobilienscout24.de/expose/115437560,"627,51 €","156,97 €","86,29 €","870,77 €",3 Nettokaltmieten,1 von 5,"62,13 m²",2,1,1,True,,1981,,Renovierungsbedürftig,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,,REK Berlin Apartments Management GmbH Kochstraße 29 10969 Berlin,"Herrfurthstraße 16, 12163 Berlin, Steglitz (Steglitz)"
Helle Wohnung für Studenten // frei ab sofoert,https://www.immobilienscout24.de/expose/112046805,470 €,69 €,keine Angabe,539 € (zzgl. Heizkosten),"1290,00",5,"19,5 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstrasse 65, 13347 Berlin, Wedding (Wedding)"
Helle & großzügig geschnittene 3-Zimmerwohnung in ruhigem Hinterhaus,https://www.immobilienscout24.de/expose/115466871,"1.192,38 €","120,18 €","181,38 €","1.493,94 €",3 Nettokaltmieten,0 von 5,"85,17 m²",3,2,1,,True,1907,,Gepflegt,,Erdgas leicht,liegt vor,Verbrauchsausweis,152 kWh/(m²*a),REK Berlin Apartments Management GmbH Kochstraße 29 10969 Berlin,"Kameruner Straße 17, 13351 Berlin, Wedding (Wedding)"
"Helles, schickes Studentenappartement mit moderner Singleküche in direkt am Alexanderplatz",https://www.immobilienscout24.de/expose/115415903,500 €,80 €,keine Angabe,580 € (zzgl. Heizkosten),"1500,00",7,"24,59 m²",1,,1,,True,unbekannt,,Neuwertig,,,,,,Immobilienverwaltung Riebeling GmbH,"Wadzeckstrasse 4, 10178 Berlin, Mitte (Mitte)"
Modern möbliertes Einzelapartment zur Pauschalmiete,https://www.immobilienscout24.de/expose/113895196,545 €,121 €,in Nebenkosten enthalten,666 €,"1635,00",2 von 6,"24,23 m²",1,,,True,True,2018,,Neuwertig,Fußbodenheizung,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 13-15, 10825 Berlin, Schöneberg (Schöneberg)"
"Wunderschöne 2,5 Zimmer-Wohnung im Wedding!!!",https://www.immobilienscout24.de/expose/114653511,850 €,143 €,in Nebenkosten enthalten,993 €,3 Nettomieten,1 von 4,"65,25 m²","2,5",1,1,,,1962,,Modernisiert,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,166 kWh/(m²*a),SCHWARZER 5-Sterne-Immobilien Kurfürstendamm 137 137 10711 Berlin,"13347 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
1 Zimmer-Appartement nur für Studenten und Azubis,https://www.immobilienscout24.de/expose/110243249,470 €,69 €,keine Angabe,539 € (zzgl. Heizkosten),3 Monatskaltmieten,1,"19,35 m²",1,,,True,True,2018,zuletzt 2018,Neuwertig,,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)"
Möbliertes Einzelapartment in gepflegter Anlage; Pauschalmiete,https://www.immobilienscout24.de/expose/113337663,530 €,117 €,in Nebenkosten enthalten,647 €,"1.320,00",,"23,37 m²",1,,,True,True,2018,zuletzt 2019,Neuwertig,Fußbodenheizung,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 13-15, 10825 Berlin, Schöneberg (Schöneberg)"
"Möblierte Wohnung mit Balkon, frei ab 01.02.2020",https://www.immobilienscout24.de/expose/115325153,605 €,keine Angabe,keine Angabe,725 € (zzgl. Nebenkosten & Heizkosten),"1815,00",3,"23,08 m²",1,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 13-15, 10715 Berlin, Schöneberg (Schöneberg)"
Live in the heart of Berlin - Potsdamer Platz,https://www.immobilienscout24.de/expose/115640011,1.050 €,50 €,in Nebenkosten enthalten,1.100 €,EUR 1200.00,4,20 m²,1,1,,,True,,,Modernisiert,Zentralheizung,,,,,homefully GmbH,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
Humboldthain 3 Zimmer mit Balkon und Einbaubauküche,https://www.immobilienscout24.de/expose/102174196,1.100 €,90 €,60 €,1.250 €,3300,4 von 5,"59,91 m²",3,,,,,1958,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,162 kWh/(m²*a),"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Hochstraße 15c, 13357 Berlin, Wedding (Wedding)"
1-Zimmer Wohnung nahe des Wannsees wartet auf Sie!,https://www.immobilienscout24.de/expose/115632531,"373,39 €",90 €,40 €,"503,39 €","1120,17",,38 m²,1,,,,,1970,,,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Schäferstr. 8, 14109 Berlin, Wannsee (Zehlendorf)"
1-Zimmer-Wohnung mit Einbauküche und Balkon,https://www.immobilienscout24.de/expose/107336531,"670,14 €","64,86 €",20 €,755 €,2010.42,2 von 5,"30,67 m²",1,,,,True,1961,,,Zentralheizung,Öl,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Lüneburger Straße 13, 10557 Berlin, Tiergarten (Tiergarten)"
1-Zimmer Wohnung in Wannsee sucht neuen Mieter!,https://www.immobilienscout24.de/expose/115634128,"366,05 €",90 €,40 €,"496,39 €","1098,15",,37 m²,1,,,,,1970,,,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Schäferstr. 8, 14109 Berlin, Wannsee (Zehlendorf)"
Großzügige 3-Zimmer Wohnung in Gropiusstadt sucht Familie zum Einziehen!,https://www.immobilienscout24.de/expose/115630351,"498,90 €",160 €,70 €,"728,90 €",3 x Nettokaltmiete,0,83 m²,3,,1,,,1965,,Gepflegt,Zentralheizung,KWK fossil,liegt zur Besichtigung vor,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Fritz-Erler-Allee 60, 12351 Berlin, Buckow (Neukölln)"
