Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Schlafzimmer,Badezimmer,Balkon/ Terrasse,Baujahr,Objektzustand,Ausstattung,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Endenergiebedarf,Energieeffizienzklasse,Anbieter,Adreese
ERSTBEZUG NEUBAU EFFIZIENT,https://www.immobilienscout24.de/expose/115823976,1.250 €,150 €,in Nebenkosten enthalten,1.400 €,3 EUR,3,58 m²,12.02.2020,2,,,True,2019,,,Fußbodenheizung,,,Bedarfsausweis,21 kWh/(m²*a),A+,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10317 Berlin-Lichtenberg, Lichtenberg (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"3 Zimmer Wohnung in Treptow-Köpenick mit 56,99 m²",https://www.immobilienscout24.de/expose/115851387,"341,94 €","103,57 €","80,76 €","526,27 €",drei Nettokaltmieten,1 von 4,"56,99 m²",01.04.2020,3,,,True,1963,,,,Fernwärme,,Verbrauchsausweis,,,degewo 10772 Berlin,"Scharnweberstraße 30, 12459 Berlin, Oberschöneweide (Köpenick)"
Parkplatz kann in der Nähe gemietet werden,https://www.immobilienscout24.de/expose/115851389,"339,02 €","61,07 €","54,96 €","455,05 €",drei Nettokaltmieten,1 von 4,"39,87 m²",ab sofort,2,,,,1960,,,,,,Verbrauchsausweis,,,degewo 10772 Berlin,"Am Kietzer Feld 15, 12557 Berlin, Köpenick (Köpenick)"
Möblierte Wohnung für 3 - 12 Monate - auch WG geeignet,https://www.immobilienscout24.de/expose/115854699,640 €,130 €,in Nebenkosten enthalten,770 €,"1280,00",1 von 4,60 m²,01.03.2020,2,1,1,,1903,Modernisiert,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,Houschka - Immobilien Frau Sylvia Houschka Siegelstraße 13 16562 Hohen Neuendorf,"Ravenèstraße 9, 13347 Berlin-Wedding, Wedding (Wedding)"
Nestbaugeeignet,https://www.immobilienscout24.de/expose/115851384,"452,78 €","147,92 €","61,99 €","662,69 €",drei Nettokaltmieten,8 von 21,"75,25 m²",ab sofort,3,,,True,1982,,,,Fernwärme,,Verbrauchsausweis,,,degewo 10772 Berlin,"Alfred-Randt-Straße 11, 12559 Berlin, Köpenick (Köpenick)"
*Erstbezug nach Sanierung*neue EBK*neues Bad*Parkett,https://www.immobilienscout24.de/expose/115858742,634 €,95 €,50 €,779 €,1.902 € Kaution,,"59,31 m²",24.02.2020,3,,1,True,1958,Erstbezug nach Sanierung,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,217 kWh/(m²*a),G,Carolin Weiß berlin.immobilie@mailbox.org Berlin,"Neuendorfer Straße 49 A, 13585 Berlin, Spandau (Spandau)"
FAMILIENOASE IM GRÜNEN- MIT DACHTERRASSE,https://www.immobilienscout24.de/expose/115835327,1.600 €,490 €,nicht in Nebenkosten enthalten,2.090 € (zzgl. Heizkosten),,3,100 m²,12.02.2020,4,,,True,2011,,,Fernwärme,,,Verbrauchsausweis,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"14165 Berlin-Zehlendorf, Zehlendorf (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Luxuriöse Maisonette-Wohnung in Berlins Stadtmitte!,https://www.immobilienscout24.de/expose/115240250,2.300 €,579 €,in Nebenkosten enthalten,2.879 €,"6.900,00 EUR",8 von 8,167 m²,sofort,3,1,1,,1999,Neuwertig,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Behrenstraße 28, 10117 Berlin, Mitte (Mitte)"
THE WAVE – Einzigartiges Ambiente mit Water View – Erstbezug!,https://www.immobilienscout24.de/expose/115031186,2.500 €,320 €,inkl. 120 €,2.820 €,"Kaution: 7.500,00 EUR",1 von 7,127 m²,ab sofort,3,2,2,True,2019,Neuwertig,,Zentralheizung,Fernwärme,,Bedarfsausweis,73 kWh/(m²*a),B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Stralauer Allee 14a, 10245 Berlin, Friedrichshain (Friedrichshain)"
*wunderschöne Altbauwohnung*Dielen*Wohnküche*EKB*,https://www.immobilienscout24.de/expose/115857390,"785,84 €",75 €,75 €,"935,84 €",2.357 € Kaution,,"82,03 m²",01.04.2020,"2,5",1,,,1914,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,Carolin Weiß berlin.immobilie@mailbox.org Berlin,"Calvinstraße 13a, 10557 Berlin, Tiergarten (Tiergarten)"
Glanzvoller Erstbezug mit Wasserblick und Dachterrasse!,https://www.immobilienscout24.de/expose/115294978,2.717 €,400 €,in Nebenkosten enthalten,3.117 €,"8.151,00 EUR",5 von 7,136 m²,ab sofort,4,3,2,True,2019,Neuwertig,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,72 kWh/(m²*a),B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Stralauer Allee 14, 10245 Berlin, Friedrichshain (Friedrichshain)"
Exclusive Erdgeschosswohnung in Altbauvilla mit eigener Terrasse im Garten,https://www.immobilienscout24.de/expose/115145117,"2.475,45 €","351,51 €","160,08 €","2.987,04 €","8416,53",0 von 3,"165,03 m²",01.02.2020,6,2,2,True,1920,Erstbezug nach Sanierung,Gehobene Qualität,Öl-Heizung,Strom,liegt vor,Bedarfsausweis,"167,6 kWh/(m²*a)",F,Terrial Stadtentwicklung GmbH Melanchthonstrasse 16 10557 Berlin,"Tillmannsweg 11, 14109 Berlin, Wannsee (Zehlendorf)"
"Moderne, lichtdurchflutete Neubauwohnung in beliebtester Lage Charlottenburgs",https://www.immobilienscout24.de/expose/115233080,2.740 €,550 €,in Nebenkosten enthalten,3.290 €,8220,3 von 5,137 m²,ab sofort,3,,2,True,2018,Neuwertig,Luxus,Fußbodenheizung,,liegt vor,Bedarfsausweis,"43,6 kWh/(m²*a)",A,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
MÖBLIERT PRENZLAUER BERG. SAMSTAG 15-17°°.,https://www.immobilienscout24.de/expose/115588201,1.550 €,0 €,in Nebenkosten enthalten,1.550 €,2 EUR,4,88 m²,10.02.2020,3,,,,,,,,,,,,,Betterhomes Deutschland GmbH Hauptstraße 29 70771 Leinfelden-Echterdingen,"10249 Berlin-Prenzlauer Berg, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Geräumige Singlewohnung mit Balkon in Neukölln!,https://www.immobilienscout24.de/expose/115380303,"302,54 €",120 €,50 €,"472,54 €",Drei Nettokaltmieten,6 von 8,44 m²,sofort,1,,1,True,1974,Gepflegt,Normale Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 53, 12057 Berlin, Neukölln (Neukölln)"
Erstbezug - Wunderschöne 5-Zimmer-Penthousewohnung über den Dächern Schönebergs,https://www.immobilienscout24.de/expose/115381606,2.490 €,400 €,in Nebenkosten enthalten,2.890 €,3 Nettokaltmieten,5,144 m²,sofort,5,,,,2020,Erstbezug,,Wärmepumpe,,liegt zur Besichtigung vor,,,,Houses & Homes - H & H Immobilien GmbH Benkertstr. 22 14467 Potsdam,"12161 Berlin, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Großzügiges Penthouse mit Weitblick über Berlin!,https://www.immobilienscout24.de/expose/115401398,3.320 €,460 €,nicht in Nebenkosten enthalten,3.780 € (zzgl. Heizkosten),"9.960,00 EUR",,207 m²,ab sofort,3,2,1,True,1904,Neuwertig,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,D,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Oranienplatz 2, 10969 Berlin, Kreuzberg (Kreuzberg)"
Schöne 2-Zimmer Wohnung in der Dieselstraße zu vermieten!,https://www.immobilienscout24.de/expose/115380674,"399,03 €",150 €,60 €,"609,03 €",Drei Nettokaltmieten,7,57 m²,sofort,2,1,1,True,1973,Gepflegt,Normale Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 11, 12057 Berlin, Neukölln (Neukölln)"
Lebensqualität pur – Welcome to the “Upper Eastside Berlin”!,https://www.immobilienscout24.de/expose/115425256,4.415 €,1.290 €,in Nebenkosten enthalten,5.705 €,,,260 m²,sofort,3,2,2,True,2011,Neuwertig,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"63,8 kWh/(m²*a)",,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Unter den Linden 16, 10117 Berlin, Mitte (Mitte)"
Luxus Penthouse-Wohnung mit Panoramablick,https://www.immobilienscout24.de/expose/115439709,1.600 €,599 €,in Nebenkosten enthalten,2.199 €,5400,6 von 6,157 m²,Sofort,3,2,2,True,1996,,Luxus,,,liegt vor,Verbrauchsausweis,,,Home HT GmbH,"Lindenstraße 32C, 12555 Berlin, Köpenick (Köpenick)"
Tolle 2-Zimmer Wohnung nahe köllnischer Heide!,https://www.immobilienscout24.de/expose/115380555,"399,03 €",150 €,60 €,"609,03 €",Drei Nettokaltmieten,5,58 m²,sofort,2,1,1,True,1973,Gepflegt,Normale Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 11, 12057 Berlin, Neukölln (Neukölln)"
Wohnen an der köllnischen Heide!,https://www.immobilienscout24.de/expose/115380612,"352,30 €",130 €,50 €,"532,30 €",Drei Nettokaltmieten,5,51 m²,sofort,2,1,1,True,1973,Gepflegt,Normale Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 11, 12057 Berlin, Neukölln (Neukölln)"
Geräumige 2-Zimmer Wohnung mit Wintergarten in Neukölln!,https://www.immobilienscout24.de/expose/115380447,399 €,150 €,60 €,"609,33 €",Drei Nettokaltmieten,6,59 m²,sofort,2,1,1,True,1972,Gepflegt,Normale Qualität,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 61, 12057 Berlin, Neukölln (Neukölln)"
Residieren im eleganten „Haus Bellevue“!,https://www.immobilienscout24.de/expose/114041689,1.500 €,500 €,in Nebenkosten enthalten,2.000 €,"4.500,00 EUR",6 von 1,98 m²,ab sofort,3,1,2,,2003,,,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,C,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Neustädtische Kirchstraße 7, 10117 Berlin, Mitte (Mitte)"
Hochwertigs Apartment mit Wasserblick!,https://www.immobilienscout24.de/expose/114189835,1.720 €,239 €,in Nebenkosten enthalten,1.959 €,Kaution: 3 Monatsmieten,4 von 6,78 m²,01.08.2019,2,1,2,,2019,Neuwertig,,Zentralheizung,Fernwärme,,Bedarfsausweis,"40,41 kWh/(m²*a)",A+,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H 7, 10557 Berlin, Tiergarten (Tiergarten)"
Beeindruckender Neubau direkt am Wasser!,https://www.immobilienscout24.de/expose/114189836,3.600 €,465 €,in Nebenkosten enthalten,4.065 €,,4 von 6,157 m²,ab sofort,5,3,2,,2019,Neuwertig,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"40,41 kWh/(m²*a)",A+,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Invalidenstraße H4_04/11 79, 10557 Berlin, Tiergarten (Tiergarten)"
Moderne trifft Historie – Erstbezug in der Glockengießerei!,https://www.immobilienscout24.de/expose/114024896,1.710 €,370 €,keine Angabe,2.080 € (zzgl. Heizkosten),Kaution: 3 Monatsmieten,2 von 5,95 m²,ab sofort,3,2,2,True,2019,Neuwertig,,Fußbodenheizung,,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Glasower Straße 30, WE70.M, 12051 Berlin, Neukölln (Neukölln)"
Wasserblick in Berlins Mitte - Erstbezug!,https://www.immobilienscout24.de/expose/114189837,1.900 €,277 €,in Nebenkosten enthalten,2.177 €,Kaution: 3 Monatsmieten,5 von 6,92 m²,01.10.2019,3,2,2,True,2019,Neuwertig,,Zentralheizung,Fernwärme,,Bedarfsausweis,"40,41 kWh/(m²*a)",A+,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Invalidenstraße H 77, 10557 Berlin, Tiergarten (Tiergarten)"
Hochwertig möblierte Neubauwohnung im No. 1 Charlottenburg - am Spreeufer Tiergarten - ab Februar 20,https://www.immobilienscout24.de/expose/114220051,1.600 €,200 €,in Nebenkosten enthalten,1.800 €,"5.400,00",2,55 m²,,2,1,1,True,,,Gehobene Qualität,,,,,,,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10587 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Charmante Altbauwohnung in Top-Mitte Lage!,https://www.immobilienscout24.de/expose/114349699,2.700 €,270 €,inkl. 270 €,2.970 €,"Kaution: 8.700,00 EUR",2 von 4,160 m²,sofort,4,3,2,,1870,Neuwertig,,Zentralheizung,,,Verbrauchsausweis,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Marienstraße 22, 10117 Berlin, Mitte (Mitte)"
Ruhiges Maisonette-Dachgeschoß mit großer Südwestterrasse in der Sophienstraße,https://www.immobilienscout24.de/expose/114370816,"1.901,50 €",134 €,90 €,"2.125,50 €",,3,"86,42 m²",Sofort,3,1,1,True,1879,Neuwertig,Luxus,Zentralheizung,,liegt vor,Bedarfsausweis,151 kWh/(m²*a),,CITY-CONCEPT Gesellschaft für Immobilienmanagement mbH Niebuhrstraße 19c 10629 Berlin,"Sophienstraße 9, 10178 Berlin, Mitte (Mitte)"
City-Apartment mit Loftcharakter!,https://www.immobilienscout24.de/expose/114521423,1.670 €,370 €,in Nebenkosten enthalten,2.040 €,"Kaution: 5.010,00 EUR",10 von 10,92 m²,sofort,3,1,2,,2000,Neuwertig,,Zentralheizung,Fernwärme,,Verbrauchsausweis,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Potsdamer Straße 4, 10785 Berlin, Tiergarten (Tiergarten)"
Einzigartige Turmwohnung mit 360° Aufdachterrasse!,https://www.immobilienscout24.de/expose/114570399,"3.238,17 €","426,08 €",keine Angabe,"3.664,25 € (zzgl. Heizkosten)",Kaution: 3 Monatsmieten,,170 m²,01.02.2020,4,3,2,True,2019,Neuwertig,,Etagenheizung,,,Bedarfsausweis,79 kWh/(m²*a),C,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Malmöer Straße, WE 24, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Glanzvoller Erstbezug mit 360° Dachterrassen!,https://www.immobilienscout24.de/expose/114570388,"2.952,36 €","410,05 €",keine Angabe,"3.362,41 € (zzgl. Heizkosten)",Kaution: 3 Monatsmieten,,164 m²,01.01.2020,4,3,2,,2019,Neuwertig,,Etagenheizung,,,Bedarfsausweis,79 kWh/(m²*a),C,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Malmöer Straße, WE 23, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Spektakulärer Erstbezug mit Turmzimmer!,https://www.immobilienscout24.de/expose/114627999,"2.873,56 €","378,10 €",nicht in Nebenkosten enthalten,"3.251,66 € (zzgl. Heizkosten)",,,151 m²,01.01.2020,3,2,2,True,2019,Neuwertig,,Etagenheizung,,liegt vor,Bedarfsausweis,79 kWh/(m²*a),C,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Isländische Straße, WE48, Turm 18, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Erstbezug mit 360° Dachterrasse und traumhaftem Blick!,https://www.immobilienscout24.de/expose/114570398,"3.277,44 €","455,20 €",keine Angabe,"3.732,64 € (zzgl. Heizkosten)",Kaution: 3 Monatsmieten,,182 m²,01.02.2020,3,2,2,True,2019,Neuwertig,,Etagenheizung,,,Bedarfsausweis,79 kWh/(m²*a),C,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Behmstraße, WE 77, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Imposante Pärchenwohnung mit Aufdachterrasse!,https://www.immobilienscout24.de/expose/114570400,"1.964,88 €","272,90 €",keine Angabe,"2.237,78 € (zzgl. Heizkosten)",Kaution: 3 Monatsmieten,,109 m²,01.02.2020,"2,5",1,1,True,2019,Neuwertig,,Etagenheizung,,,Bedarfsausweis,79 kWh/(m²*a),C,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Malmöer Straße, WE 24, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Außergewöhnliche Luxus-Dachgeschoßwohnung im Joseph Haydn Palais mit Weitblick über Berlin,https://www.immobilienscout24.de/expose/114913695,3.950 €,550 €,in Nebenkosten enthalten,4.500 €,,5 von 5,230 m²,Sofort,4,2,2,True,1887,Neuwertig,Luxus,Zentralheizung,,laut Gesetz nicht erforderlich,,,,CITY-CONCEPT Gesellschaft für Immobilienmanagement mbH Niebuhrstraße 19 c 10629 Berlin,"Joseph-Haydn-Straße 1, 10557 Berlin, Tiergarten (Tiergarten)"
Residieren im Joseph-Haydn-Palais: Dachgeschoss mit Blick über den Tiergarten – Erstbezug!,https://www.immobilienscout24.de/expose/114942613,3.950 €,550 €,in Nebenkosten enthalten,4.500 €,"Kaution: 13.050,00 EUR",4,230 m²,nach Vereinbarung,3,2,2,True,1887,Neuwertig,,Zentralheizung,,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Joseph-Haydn-Straße 1, 10557 Berlin, Tiergarten (Tiergarten)"
"Erstbezug in hochwertige Maisonette-Wohnung, unmittelbar in Kudamm Nähe - Teilgewerbliche Vermietung",https://www.immobilienscout24.de/expose/114964676,3.838 €,450 €,in Nebenkosten enthalten,4.288 €,,,202 m²,1.11,7,4,2,True,1900,Erstbezug nach Sanierung,Gehobene Qualität,Fußbodenheizung,,liegt vor,Verbrauchsausweis,,,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10719 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Apartments in unmittelbarer Nähe zur Mall of Berlin,https://www.immobilienscout24.de/expose/114734492,1.750 €,477 €,in Nebenkosten enthalten,2.227 €,Kaution: 3 Monatsmieten,4,"105,97 m²",nach Vereinbarung,3,1,2,,1998,Neuwertig,,Zentralheizung,,,Verbrauchsausweis,,G,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
"TEILGEWERBLCHE VERMIETUNG==MOMMSENSTRAßE 52==187,41 QM==EG==BALKON==PARKETT/TEPPICHE==MOD.-ALTBAU",https://www.immobilienscout24.de/expose/114698115,2.295 €,347 €,in Nebenkosten enthalten,2.642 €,6885,0 von 5,"187,41 m²",sofort oder nach Absprache,7,,,True,1910,Modernisiert,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,HIS Hickstein Immobilien Systemanalyse Rudolf-Ditzen-Weg 15 13156 Berlin,"Mommsenstraße 52, 10629 Berlin, Charlottenburg (Charlottenburg)"
Moderne trifft Historie – Erstbezug in der Glockengießerei!,https://www.immobilienscout24.de/expose/114024894,1.440 €,310 €,keine Angabe,1.750 € (zzgl. Heizkosten),Kaution: 3 Monatsmieten,1 von 4,80 m²,ab sofort,2,2,1,True,2019,,,,,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"12051 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Traumhafte Wohnung mit Wasserblick in zentraler Lage!,https://www.immobilienscout24.de/expose/114973195,3.800 €,447 €,in Nebenkosten enthalten,4.247 €,,6 von 6,154 m²,ab sofort,5,3,2,True,2019,Neuwertig,,Fußbodenheizung,Fernwärme,laut Gesetz nicht erforderlich,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H4_06/07 9, 10557 Berlin, Tiergarten (Tiergarten)"
Humboldthafen - exklusive Wohnungen in bester Mitte-Lage!,https://www.immobilienscout24.de/expose/111405085,2.800 €,357 €,in Nebenkosten enthalten,3.157 €,"8.400,00 EUR",6 von 6,122 m²,ab sofort,2,1,2,True,2019,,,Fußbodenheizung,,liegt vor,Bedarfsausweis,"62,9 kWh/(m²*a)",B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H3_06/04 8, 10557 Berlin, Tiergarten (Tiergarten)"
Erstbezug: Familienwohnung mit Spreeblick!,https://www.immobilienscout24.de/expose/111570257,2.920 €,395 €,in Nebenkosten enthalten,3.315 €,"8.760,00 EUR",5 von 6,132 m²,ab sofort,4,3,2,True,2019,,,Fußbodenheizung,,liegt vor,Bedarfsausweis,"62,9 kWh/(m²*a)",B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg 6, 10557 Berlin, Tiergarten (Tiergarten)"
Atemberaubender Ausblick * Dachgeschoss * Zentral * City-West,https://www.immobilienscout24.de/expose/112435447,3.565 €,430 €,inkl. 175 €,3.995 €,10.695 EUR,5 von 5,214 m²,sofort,5,3,2,True,1997,Saniert,Gehobene Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,JennerLiving Choriner Straße 13 10119 Berlin,"Kantstraße 149, 10623 Berlin, Charlottenburg (Charlottenburg)"
Traumhafter Ausblick in luxuriösem Neubau - Erstbezug!,https://www.immobilienscout24.de/expose/111405093,2.300 €,369 €,in Nebenkosten enthalten,2.669 €,"6.900,00 EUR",6 von 6,113 m²,ab sofort,3,2,2,True,2019,,,Fußbodenheizung,,liegt vor,Bedarfsausweis,"62,9 kWh/(m²*a)",B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H3_06/01 8, 10557 Berlin, Tiergarten (Tiergarten)"
Gewerbe-Studio in der historischen Glockengießerei!,https://www.immobilienscout24.de/expose/113122443,1.105 €,215 €,keine Angabe,1.320 € (zzgl. Heizkosten),Kaution: 3 Monatsmieten,,55 m²,nach Vereinbarung,2,1,1,True,1887,,,Fußbodenheizung,,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Glasower Straße 28; WE55, 12051 Berlin, Neukölln (Neukölln)"
Erstbezug: Zentral und doch am Wasser - der Humboldthafen!,https://www.immobilienscout24.de/expose/113494374,2.800 €,371 €,in Nebenkosten enthalten,3.171 €,"Kaution: 8.400,00 EUR",6 von 6,122 m²,01.07.2019,2,1,2,True,2019,,,Zentralheizung,,,Bedarfsausweis,"62,9 kWh/(m²*a)",B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H 6, 10557 Berlin, Tiergarten (Tiergarten)"
Wohnen am Wasser im Quartier am Humboldthafen! Erstbezug!,https://www.immobilienscout24.de/expose/113494377,2.500 €,403 €,in Nebenkosten enthalten,2.903 €,"7.500,00 EUR",1 von 6,139 m²,ab sofort,4,1,2,True,2019,Neuwertig,,Fußbodenheizung,,liegt vor,Bedarfsausweis,"62,9 kWh/(m²*a)",B,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H3_01/06 6, 10557 Berlin, Tiergarten (Tiergarten)"
Das “Upper Eastside Berlin” – Exklusives Wohnen am Puls des Lebens!,https://www.immobilienscout24.de/expose/112814914,4.835 €,2.150 €,in Nebenkosten enthalten,6.985 €,Kaution: 3 Monatsmieten,0 von 7,310 m²,sofort,5,3,2,True,2010,Neuwertig,,Zentralheizung,,,Bedarfsausweis,"63,8 kWh/(m²*a)",,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Friedrichstraße 88/89, 10117 Berlin, Mitte (Mitte)"
