straße,bezirk,wohnlage_einstufung,gebietsstand,hausnummer,buchstabe,lage_im_stadtgebiet,ortsteil
DGZ-Ring,Pank,mittel,12,12,12,12,12
Daberkowstraße,Span,mittel,52,52,52,52,52
Daberkowstraße,Span,mittel *,1,1,1,1,1
Dachdeckerweg,Neuk,einfach,99,99,99,99,0
Dachdeckerweg,Neuk,mittel,60,60,60,60,0
Dacheroedenstraße,Rein,gut,1,0,1,1,1
Dachsberg,ChWi,gut,1,0,1,1,1
Dachsteinweg,TSch,mittel,34,34,34,34,34
Dachsteinweg,TSch,mittel *,1,1,1,1,1
Daffingerweg,MaHe,einfach,47,47,47,47,47
Daffingerweg,MaHe,einfach*,1,1,1,1,1
Daheimstraße,TrKö,mittel,1,0,1,1,1
Dahlemer Weg,StZe,gut,45,45,45,45,45
Dahlemer Weg,StZe,gut *,162,162,162,162,162
Dahlemer Weg,StZe,mittel,74,74,74,74,74
Dahlemer Weg,StZe,mittel *,78,78,78,78,78
DahlemerWeg,StZe,gut,17,17,17,17,17
DahlemerWeg,StZe,gut*,1,1,1,1,1
DahlemerWeg,StZe,mittel,52,52,52,52,52
DahlemerWeg,StZe,mittel*,1,1,1,1,1
Dahlienstraße,TrKö,mittel,1,0,1,1,1
Dahlmannstraße,ChWi,gut,28,28,28,28,28
Dahlmannstraße,ChWi,gut *,5,5,5,5,5
Dahlwitzer Landstraße,TrKö,gut,1,1,1,1,1
Dahlwitzer Landstraße,TrKö,gut *,4,4,4,4,4
Dahlwitzer Landstraße,TrKö,mittel,121,121,121,121,121
Dahlwitzer Straße,MaHe,einfach,12,12,12,12,12
Dahlwitzer Straße,MaHe,einfach *,52,52,52,52,52
Dahlwitzer Straße,MaHe,einfach*,2,2,2,2,2
Dahmestraße (Bohnd),TrKö,einfach,68,68,68,68,68
Dahmestraße (Bohnd),TrKö,einfach*,2,2,2,2,2
Dahmestraße (Bohnd),TrKö,mittel,35,35,35,35,35
Dahmestraße (Grüna),TrKö,mittel,1,0,1,1,1
Dahmeweg,MaHe,einfach *,1,0,1,1,1
Dahnstraße,Rein,einfach,1,1,1,1,1
Dahnstraße,Rein,einfach *,14,14,14,14,14
Dahrendorfzeile,ChWi,mittel,1,1,1,1,1
Dahrendorfzeile,ChWi,mittel *,14,14,14,14,14
Daimlerstraße,TSch,einfach,8,8,8,8,8
Daimlerstraße,TSch,einfach *,42,42,42,42,42
Daimlerstraße,TSch,mittel,1,1,1,1,1
Daimlerstraße,TSch,mittel *,123,123,123,123,123
Dalandweg,StZe,gut,25,25,25,25,25
Dalandweg,StZe,gut *,1,1,1,1,1
Dallgower Straße,Span,einfach,4,4,4,4,4
Dallgower Straße,Span,einfach *,1,1,1,1,1
Dallgower Straße,Span,mittel,4,4,4,4,4
Dallgower Straße,Span,mittel *,1,1,1,1,1
Dallwitzstraße,StZe,gut,11,11,11,11,11
Dallwitzstraße,StZe,mittel,96,96,96,96,96
Damaschkestraße,ChWi,gut,58,58,58,58,58
Damaschkestraße,ChWi,gut *,15,15,15,15,15
Dambecker-See-Weg,Span,einfach *,1,0,1,1,1
Dambockstraße,Rein,mittel,144,144,144,144,144
Dambockstraße,Rein,mittel *,2,2,2,2,2
Damerauer Allee,MaHe,einfach,74,74,74,74,74
Damerauer Allee,MaHe,einfach *,2,2,2,2,2
Damerowstraße,Pank,mittel,4,4,4,4,4
Damerowstraße,Pank,mittel *,47,47,47,47,47
Damkitzstraße,Rein,mittel,104,104,104,104,104
Damkitzstraße,Rein,mittel *,1,1,1,1,1
Dammheidestraße,TrKö,mittel,1,0,1,1,1
Dammsmühler Straße,Pank,einfach,124,124,124,124,124
Dammsmühler Straße,Pank,einfach *,9,9,9,9,9
Dammweg,Neuk,einfach *,62,62,62,62,0
Dammweg,TrKö,einfach,1,1,1,1,1
Dammweg,TrKö,einfach *,58,58,58,58,58
Dammweg,TrKö,mittel,228,228,228,228,228
Dammweg,TrKö,mittel *,87,87,87,87,87
Damsdorfer Weg,StZe,gut,1,0,1,1,1
Damwildsteig,Rein,mittel,1,0,1,1,1
Danckelmannstraße,ChWi,gut,7,7,7,7,7
Danckelmannstraße,ChWi,gut *,1,1,1,1,1
Danckelmannstraße,ChWi,mittel,52,52,52,52,52
Danckelmannstraße,ChWi,mittel *,1,1,1,1,1
Dankmarsteig,Neuk,einfach,8,8,8,8,0
Dankmarsteig,TrKö,einfach,1,1,1,1,1
Dankmarsteig,TrKö,mittel,212,212,212,212,212
Dankmarsteig,TrKö,mittel *,6,6,6,6,6
Dankratstraße,MaHe,mittel,22,22,22,22,22
Dankratstraße,MaHe,mittel *,2,2,2,2,2
Dankratweg,MaHe,einfach,17,17,17,17,17
Dankratweg,MaHe,einfach *,1,1,1,1,1
Dankwartstraße,Lich,mittel,1,0,1,1,1
Danneckerstraße,FrKr,mittel,46,46,46,46,46
Danneckerstraße,FrKr,mittel *,1,1,1,1,1
Dannenreicher Pfad,TrKö,einfach,1,0,1,1,1
Dannenwalder Weg,Rein,einfach,29,29,29,29,29
Dannenwalder Weg,Rein,einfach *,10,10,10,10,10
Dannenwalder Weg,Rein,mittel,123,123,123,123,123
Dannenwalder Weg,Rein,mittel *,160,160,160,160,160
DannenwalderWeg,Rein,mittel,11,11,11,11,11
DannenwalderWeg,Rein,mittel*,1,1,1,1,1
Danziger Straße,FrKr,mittel *,1,1,1,1,1
Danziger Straße,Pank,gut,1,1,1,1,1
Danziger Straße,Pank,gut *,141,141,141,141,141
Danziger Straße,Pank,mittel,8,8,8,8,8
Danziger Straße,Pank,mittel *,273,273,273,273,273
Darbystraße,Span,einfach,96,96,96,96,96
Darbystraße,Span,einfach*,3,3,3,3,3
Dardanellenweg,TSch,einfach,32,32,32,32,32
Dardanellenweg,TSch,mittel,86,86,86,86,86
Dardanellenweg,TSch,mittel *,1,1,1,1,1
Darguner Straße,Lich,mittel,1,0,1,1,1
Darmstädter Straße,ChWi,gut,1,0,1,1,1
Darser Straße,StZe,mittel,98,98,98,98,98
Darser Straße,StZe,mittel *,2,2,2,2,2
Darsiner Weg,Rein,mittel,1,0,1,1,1
Darsteiner Weg,TrKö,einfach,100,100,100,100,100
Darsteiner Weg,TrKö,einfach *,1,1,1,1,1
Darwinstraße,ChWi,einfach,1,0,1,1,1
Darßer Bogen,Pank,einfach,17,17,17,17,17
Darßer Bogen,Pank,einfach*,2,2,2,2,2
Darßer Straße,Lich,mittel,3,3,3,3,3
Darßer Straße,Lich,mittel *,91,91,91,91,91
Darßer Straße,Pank,einfach *,1,1,1,1,1
Darßer Straße,Pank,mittel *,5,5,5,5,5
Dasburger Weg,Lich,mittel,1,0,1,1,1
Dathepromenade,Lich,mittel,1,0,1,1,1
Dattelner Weg,Rein,mittel,1,0,1,1,1
Dauerwaldweg,ChWi,gut,15,15,15,15,15
Dauerwaldweg,ChWi,gut *,1,1,1,1,1
Daumstraße,Span,einfach,3,3,3,3,3
Daumstraße,Span,einfach *,282,282,282,282,282
Daumstraße,Span,mittel,6,6,6,6,6
Daumstraße,Span,mittel *,3,3,3,3,3
David-Francke-Straße,Span,mittel,1,0,1,1,1
David-Friedländer-Weg,Lich,einfach,1,0,1,1,1
Davoser Straße,ChWi,gut,1,0,1,1,1
Debenzer Straße,MaHe,mittel,123,123,123,123,123
Debenzer Straße,MaHe,mittel *,30,30,30,30,30
Debenzer Straße,MaHe,mittel*,1,1,1,1,1
Debussystraße,Pank,mittel,1,0,1,1,1
Dechertstraße,Pank,mittel,1,0,1,1,1
Dechtower Steig,Span,mittel,1,0,1,1,1
Dederingstraße,TSch,einfach,54,54,54,54,54
Dederingstraße,TSch,einfach *,2,2,2,2,2
Deeper Pfad,Rein,mittel,1,0,1,1,1
Defreggerstraße,TrKö,mittel,21,21,21,21,21
Defreggerstraße,TrKö,mittel*,1,1,1,1,1
Degnerstraße,Lich,mittel,207,207,207,207,207
Degnerstraße,Lich,mittel *,51,51,51,51,51
Dehmelstraße,Pank,mittel,1,0,1,1,1
Deidesheimer Straße,ChWi,gut,16,16,16,16,16
Deidesheimer Straße,ChWi,gut *,1,1,1,1,1
Deidesheimer Straße,TSch,gut,9,9,9,9,9
Deidesheimer Straße,TSch,gut *,3,3,3,3,3
Deilingeweg,Rein,mittel,1,0,1,1,1
Deisterpfad,StZe,gut,1,0,1,1,1
Deitmerstraße,StZe,gut,10,10,10,10,10
Deitmerstraße,StZe,gut *,5,5,5,5,5
Delbrückstraße,ChWi,gut,74,74,74,74,74
Delbrückstraße,ChWi,gut *,9,9,9,9,9
Delbrückstraße,Lich,mittel,1,0,1,1,1
Delbrückstraße,Neuk,einfach,64,64,64,64,0
Delbrückstraße,Neuk,einfach *,3,3,3,3,0
Delfter Ufer,Neuk,einfach,1,1,1,1,0
Delfter Ufer,Neuk,einfach *,3,3,3,3,0
Delmer Steig,Neuk,einfach,1,0,1,1,0
Delphinstraße,Neuk,einfach,14,14,14,14,0
Delphinstraße,Neuk,einfach *,3,3,3,3,0
Delpzeile,ChWi,einfach,12,12,12,12,12
Delpzeile,ChWi,einfach *,6,6,6,6,6
Demminer Straße,Lich,mittel,84,84,84,84,84
Demminer Straße,Lich,mittel *,1,1,1,1,1
Demminer Straße,Mitt,einfach,28,28,28,28,28
Demminer Straße,Mitt,einfach *,2,2,2,2,2
Deniszeile,Span,einfach,1,0,1,1,1
Denkstraße,StZe,mittel,1,0,1,1,1
Dennewitzstraße,FrKr,mittel,9,9,9,9,9
Dennewitzstraße,Mitt,mittel,5,5,5,5,5
Dennewitzstraße,Mitt,mittel *,1,1,1,1,1
Dennewitzstraße,TSch,mittel,11,11,11,11,11
Dennewitzstraße,TSch,mittel *,5,5,5,5,5
Der Zwinger,Rein,gut,1,0,1,1,1
Derfflingerstraße,Mitt,mittel,24,24,24,24,24
Derfflingerstraße,Mitt,mittel*,2,2,2,2,2
Derfflingerstraße,StZe,mittel,1,0,1,1,1
Dernburgstraße,ChWi,gut,65,65,65,65,65
Dernburgstraße,ChWi,gut *,45,45,45,45,45
Dernburgstraße,ChWi,gut*,3,3,3,3,3
Desideriusweg,Rein,mittel,1,0,1,1,1
Dessauer Straße,FrKr,einfach,1,0,1,1,1
Dessauer Straße,MaHe,einfach,46,46,46,46,46
Dessauer Straße,MaHe,einfach *,1,1,1,1,1
Dessauerstraße,StZe,mittel,112,112,112,112,112
Dessauerstraße,StZe,mittel *,2,2,2,2,2
Dessenheimer Weg,Neuk,einfach,1,0,1,1,0
Dessinstraße,Rein,einfach *,1,0,1,1,1
Detlevstraße,Lich,mittel,18,18,18,18,18
Detlevstraße,Lich,mittel *,8,8,8,8,8
Detmolder Straße,ChWi,gut,1,1,1,1,1
Detmolder Straße,ChWi,gut *,67,67,67,67,67
Dettelbacher Weg,Pank,mittel,75,75,75,75,75
Dettelbacher Weg,Pank,mittel *,12,12,12,12,12
Deulstraße,TrKö,einfach,29,29,29,29,29
Deulstraße,TrKö,einfach *,2,2,2,2,2
Deutsch-Kroner-Ring,Neuk,einfach,1,0,1,1,0
Deutsche Straße,Rein,einfach *,1,0,1,1,1
Deutschhofer Allee,MaHe,einfach,50,50,50,50,50
Deutschhofer Allee,MaHe,einfach *,3,3,3,3,3
Deutschmeisterstraße,Lich,einfach,21,21,21,21,21
Deutschmeisterstraße,Lich,einfach *,2,2,2,2,2
Deutschmeisterstraße,Lich,mittel,25,25,25,25,25
Deutschmeisterstraße,Lich,mittel *,1,1,1,1,1
Deutschtaler Straße,Neuk,einfach,308,308,308,308,0
Deutschtaler Straße,Neuk,mittel,36,36,36,36,0
Deutzer Steig,TrKö,mittel,1,0,1,1,1
Devrientweg,StZe,gut,70,70,70,70,70
Devrientweg,StZe,gut *,1,1,1,1,1
Diakonieweg,Rein,mittel,1,0,1,1,1
Dianastraße,Rein,mittel,73,73,73,73,73
Dianastraße,Rein,mittel *,5,5,5,5,5
Dianastraße,Rein,mittel*,3,3,3,3,3
Dickensweg,ChWi,gut,119,119,119,119,119
Dickensweg,ChWi,gut *,1,1,1,1,1
Dickhardtstraße,TSch,gut,50,50,50,50,50
Dickhardtstraße,TSch,gut *,12,12,12,12,12
Didostraße,TSch,einfach,7,7,7,7,7
Didostraße,TSch,mittel,28,28,28,28,28
Diedenhofener Straße,Span,einfach *,1,0,1,1,1
Diedenhofer Straße,Pank,gut,1,0,1,1,1
Diedersdorfer Weg,TSch,einfach,1,0,1,1,1
Dieffenbachstraße,FrKr,mittel,1,0,1,1,1
Dielingsgrund,TSch,mittel,100,100,100,100,100
Dielingsgrund,TSch,mittel *,1,1,1,1,1
Dierhagener Straße,Lich,mittel,1,0,1,1,1
Dieselstraße,Neuk,einfach,1,0,1,1,0
Diestelmeyerstraße,FrKr,mittel,1,0,1,1,1
Diesterwegstraße,Pank,mittel,6,6,6,6,6
Diesterwegstraße,Pank,mittel *,3,3,3,3,3
Diethelmweg,MaHe,einfach,1,0,1,1,1
Dietlindestraße,Lich,mittel,1,0,1,1,1
Dietrich-Bonhoeffer-Straße,Pank,gut,30,30,30,30,30
Dietrich-Bonhoeffer-Straße,Pank,gut*,2,2,2,2,2
Dietrichinger Weg,Rein,einfach,5,5,5,5,5
Dietrichinger Weg,Rein,mittel,5,5,5,5,5
Dietrichstraße,Lich,mittel,27,27,27,27,27
Dietrichstraße,Lich,mittel *,4,4,4,4,4
Dietzgenstraße,Pank,einfach,21,21,21,21,21
Dietzgenstraße,Pank,einfach *,131,131,131,131,131
Dietzgenstraße,Pank,gut,21,21,21,21,21
Dietzgenstraße,Pank,gut *,109,109,109,109,109
Dietzgenstraße,Pank,mittel,3,3,3,3,3
Dietzgenstraße,Pank,mittel *,55,55,55,55,55
Dievenowstraße,ChWi,gut,52,52,52,52,52
Dievenowstraße,ChWi,gut *,1,1,1,1,1
Dihlmannstraße,Span,einfach,1,1,1,1,1
Dihlmannstraße,Span,mittel,22,22,22,22,22
Dijonstraße,StZe,mittel,1,0,1,1,1
Dillenburger Straße,ChWi,gut,6,6,6,6,6
Dillenburger Straße,ChWi,gut *,62,62,62,62,62
Dillenburger Straße,StZe,gut *,7,7,7,7,7
Dillgesstraße,StZe,gut,6,6,6,6,6
Dillgesstraße,StZe,mittel,69,69,69,69,69
Dillgesstraße,StZe,mittel *,3,3,3,3,3
Dillinger Weg,MaHe,mittel,47,47,47,47,47
Dillinger Weg,MaHe,mittel *,51,51,51,51,51
Dillweg,Pank,einfach,1,0,1,1,1
Dingelstädter Straße,Lich,einfach,55,55,55,55,55
Dingelstädter Straße,Lich,einfach *,16,16,16,16,16
Dingelstädter Straße,Lich,mittel,19,19,19,19,19
Dingolfinger Straße,MaHe,mittel,5,5,5,5,5
Dingolfinger Straße,MaHe,mittel*,1,1,1,1,1
Dinkelsbühler Steig,Rein,gut,1,0,1,1,1
Dinkelweg,Pank,einfach,1,0,1,1,1
Dinnendahlstraße,TSch,mittel,1,0,1,1,1
Dircksenstraße,Mitt,gut,1,1,1,1,1
Dircksenstraße,Mitt,gut *,15,15,15,15,15
Dircksenstraße,Mitt,mittel *,33,33,33,33,33
Dirschauer Straße,FrKr,mittel,17,17,17,17,17
Dirschauer Straße,FrKr,mittel *,1,1,1,1,1
Dirschauer Straße,MaHe,mittel,1,0,1,1,1
Dirschelweg,TSch,mittel,24,24,24,24,24
Dirschelweg,TSch,mittel *,2,2,2,2,2
Distelfalterstraße,MaHe,mittel,1,0,1,1,1
Distelfinkweg,Neuk,mittel,1,0,1,1,0
Distelpfad,Span,einfach,12,12,12,12,12
Distelpfad,Span,einfach *,14,14,14,14,14
Distelweg,Pank,mittel,1,0,1,1,1
Ditfurter Straße,Pank,mittel,25,25,25,25,25
Ditfurter Straße,Pank,mittel *,5,5,5,5,5
Dittersbacher Weg,StZe,mittel,12,12,12,12,12
Dittersbacher Weg,StZe,mittel *,1,1,1,1,1
Doberaner Straße,ChWi,gut,9,9,9,9,9
Doberaner Straße,ChWi,gut *,1,1,1,1,1
Doberaner Straße,Lich,einfach,116,116,116,116,116
Doberaner Straße,Lich,mittel,13,13,13,13,13
Doehlweg,Span,mittel,1,0,1,1,1
Doevelweg,Neuk,einfach,1,0,1,1,0
Dohlengrund,MaHe,mittel,1,0,1,1,1
Dohlenstraße,Rein,mittel,89,89,89,89,89
Dohlenstraße,Rein,mittel *,1,1,1,1,1
Dohnagestell,Mitt,einfach,6,6,6,6,6
Dohnagestell,Mitt,einfach *,2,2,2,2,2
Dohnensteig,Rein,mittel,17,17,17,17,17
Dohnensteig,Rein,mittel *,1,1,1,1,1
Dohnenstieg,StZe,gut,1,0,1,1,1
Doldenweg,StZe,mittel *,1,0,1,1,1
Dolgenseestraße,Lich,mittel,1,0,1,1,1
Dollartstraße,StZe,mittel,44,44,44,44,44
Dollartstraße,StZe,mittel *,1,1,1,1,1
Dolomitenstraße,Pank,gut,13,13,13,13,13
Dolomitenstraße,Pank,mittel,13,13,13,13,13
Dolomitenstraße,Pank,mittel *,74,74,74,74,74
Dolziger Straße,FrKr,gut,6,6,6,6,6
Dolziger Straße,FrKr,mittel,42,42,42,42,42
Dolziger Straße,FrKr,mittel *,4,4,4,4,4
Domagkstraße,TSch,mittel,1,0,1,1,1
Dominicusstraße,TSch,einfach *,42,42,42,42,42
Dominicusstraße,TSch,mittel,1,1,1,1,1
Dominicusstraße,TSch,mittel *,65,65,65,65,65
Domnauer Straße,TSch,mittel,41,41,41,41,41
Domnauer Straße,TSch,mittel *,1,1,1,1,1
Dompfaffenweg,MaHe,einfach,47,47,47,47,47
Dompfaffenweg,MaHe,einfach*,1,1,1,1,1
Don-Bosco-Steig,StZe,gut,1,0,1,1,1
Donarstraße,Pank,mittel,1,0,1,1,1
Donathstraße,MaHe,mittel,1,0,1,1,1
Donaustraße,Neuk,einfach,112,112,112,112,0
Donaustraße,Neuk,einfach *,7,7,7,7,0
Donaustraße,Neuk,mittel,4,4,4,4,0
Donizettistraße,MaHe,mittel,108,108,108,108,108
Donizettistraße,MaHe,mittel *,95,95,95,95,95
Donizettistraße,MaHe,mittel*,1,1,1,1,1
Donnersmarckallee,Rein,gut,1,0,1,1,1
Donnersmarckplatz,Rein,gut,3,3,3,3,3
Donnersmarckplatz,Rein,gut *,1,1,1,1,1
Dora-Benjamin-Park,FrKr,gut,15,15,15,15,15
Dora-Benjamin-Park,FrKr,gut*,6,6,6,6,6
Dora-Mendler-Straße,Neuk,einfach,1,0,1,1,0
Dorfplatz,TrKö,mittel,1,1,1,1,1
Dorfplatz,TrKö,mittel *,22,22,22,22,22
Dorfstraße,MaHe,mittel,46,46,46,46,46
Dorfstraße,MaHe,mittel *,2,2,2,2,2
Dorfstraße,Span,einfach,1,0,1,1,1
Dorfstraße,TrKö,einfach,1,0,1,1,1
Dorfstraße (Falkb),Lich,einfach,7,7,7,7,7
Dorfstraße (Falkb),Lich,einfach *,51,51,51,51,51
Dorfstraße (Malch),Lich,einfach,16,16,16,16,16
Dorfstraße (Malch),Lich,einfach *,48,48,48,48,48
Dorfstraße (Malch),Lich,einfach*,4,4,4,4,4
Dorfstraße (Wartb),Lich,einfach,7,7,7,7,7
Dorfstraße (Wartb),Lich,einfach *,8,8,8,8,8
Dorfstraße (Wartb),Lich,einfach*,1,1,1,1,1
Dorfstraße (Wartb),Lich,mittel,14,14,14,14,14
Dorfstraße (Wartb),Lich,mittel *,14,14,14,14,14
Dornacher Straße,MaHe,mittel,1,0,1,1,1
Dornbrunner Straße,TrKö,mittel,1,0,1,1,1
Dorndreherweg,Rein,mittel,1,0,1,1,1
Dornröschenstraße,TrKö,mittel,126,126,126,126,126
Dornröschenstraße,TrKö,mittel *,2,2,2,2,2
Dorothea-Stutkowski-Weg,Neuk,mittel,1,0,1,1,0
Dorothea-Viehmann-Straße,TrKö,einfach,1,0,1,1,1
Dorotheastraße,Lich,gut,1,0,1,1,1
Dorotheenstraße,Mitt,gut,86,86,86,86,86
Dorotheenstraße,Mitt,gut *,102,102,102,102,102
Dorotheenstraße,StZe,gut,1,0,1,1,1
Dorotheenstraße,TrKö,mittel,20,20,20,20,20
Dorotheenstraße,TrKö,mittel *,3,3,3,3,3
Dorotheenstraße,TrKö,mittel*,1,1,1,1,1
Dorstener Straße,StZe,einfach,1,0,1,1,1
Dortmunder Straße,Mitt,gut,8,8,8,8,8
Dortmunder Straße,Mitt,mittel,7,7,7,7,7
Dossestraße,FrKr,mittel,17,17,17,17,17
Dossestraße,FrKr,mittel *,1,1,1,1,1
Dossestraße,TSch,einfach,1,0,1,1,1
Dottistraße,Lich,einfach,8,8,8,8,8
Dottistraße,Lich,einfach *,1,1,1,1,1
Douglasienweg,Neuk,einfach,1,0,1,1,0
Douglasstraße,ChWi,gut,57,57,57,57,57
Douglasstraße,ChWi,gut *,10,10,10,10,10
Dovestraße,ChWi,einfach,6,6,6,6,6
Dovestraße,ChWi,einfach *,11,11,11,11,11
Doßstraße,MaHe,mittel,1,0,1,1,1
Dr.-Markus-Straße,Pank,einfach,8,8,8,8,8
Dr.-Markus-Straße,Pank,mittel,24,24,24,24,24
Drachenfelsstraße,Lich,gut,1,0,1,1,1
Drachholzstraße,TrKö,gut,1,0,1,1,1
Draesekestraße,TrKö,mittel,1,0,1,1,1
Draisweg,StZe,mittel,1,0,1,1,1
Drakestraße,MaHe,mittel,1,0,1,1,1
Drakestraße,Mitt,gut,1,0,1,1,1
Drakestraße,StZe,gut,23,23,23,23,23
Drakestraße,StZe,gut *,76,76,76,76,76
Drakestraße,StZe,gut*,7,7,7,7,7
Dramburger Straße,MaHe,mittel,1,0,1,1,1
Dranweg,Pank,mittel,39,39,39,39,39
Dranweg,Pank,mittel *,9,9,9,9,9
Drausnitzer Straße,MaHe,einfach,44,44,44,44,44
Drausnitzer Straße,MaHe,einfach *,4,4,4,4,4
Drebkauer Straße,Rein,mittel,34,34,34,34,34
Drebkauer Straße,Rein,mittel *,1,1,1,1,1
Dregerhoffstraße,TrKö,einfach,122,122,122,122,122
Dregerhoffstraße,TrKö,mittel,100,100,100,100,100
Dreherweg,Neuk,mittel,1,0,1,1,0
Drei-Linien-Weg,Pank,mittel,1,0,1,1,1
Drei-Zinnen-Weg,StZe,einfach,13,13,13,13,13
Drei-Zinnen-Weg,StZe,mittel,15,15,15,15,15
Dreifelderweg,Rein,mittel,1,0,1,1,1
Dreilindenstraße,StZe,gut,93,93,93,93,93
Dreilindenstraße,StZe,gut *,4,4,4,4,4
Dreiserstraße,TrKö,gut,1,0,1,1,1
Drenziger Zeile,Rein,einfach,1,0,1,1,1
Dresdener Straße,FrKr,einfach,35,35,35,35,35
Dresdener Straße,FrKr,einfach *,1,1,1,1,1
Dresdener Straße,Mitt,gut,18,18,18,18,18
Dresdener Straße,Mitt,mittel,21,21,21,21,21
Dresdener Straße,Mitt,mittel *,1,1,1,1,1
Dresselstraße,ChWi,gut *,1,0,1,1,1
Drewitzer Straße,Rein,gut,1,0,1,1,1
Dreysestraße,Mitt,einfach,1,0,1,1,1
Driesener Straße,Pank,gut,11,11,11,11,11
Driesener Straße,Pank,gut *,1,1,1,1,1
Driesener Straße,Pank,mittel,15,15,15,15,15
Driesener Straße,Pank,mittel *,2,2,2,2,2
Drontheimer Straße,Mitt,einfach,9,9,9,9,9
Drontheimer Straße,Mitt,einfach *,34,34,34,34,34
Drorystraße,Neuk,mittel,1,0,1,1,0
Drosselbartstraße,Neuk,einfach,52,52,52,52,0
Drosselbartstraße,Neuk,einfach *,3,3,3,3,0
Drosselsteg,TrKö,mittel *,1,0,1,1,1
Drosselstieg,Lich,mittel,1,0,1,1,1
Drosselstraße,Span,mittel,1,0,1,1,1
Drosselweg,StZe,gut,1,0,1,1,1
Drosselweg,TrKö,einfach,1,0,1,1,1
Drossener Straße,Lich,mittel,63,63,63,63,63
Drossener Straße,Lich,mittel *,2,2,2,2,2
Drostestraße,Rein,einfach,1,0,1,1,1
Droysenstraße,ChWi,gut,18,18,18,18,18
Droysenstraße,ChWi,gut*,1,1,1,1,1
Druckerkehre,Neuk,mittel,12,12,12,12,0
Druckerkehre,Neuk,mittel *,1,1,1,1,0
Druschiner Straße,MaHe,einfach,14,14,14,14,14
Druschiner Straße,TrKö,mittel,29,29,29,29,29
Drusenheimer Weg,Neuk,einfach,138,138,138,138,0
Drusenheimer Weg,Neuk,einfach *,1,1,1,1,0
DrusenheimerWeg,Neuk,einfach,77,77,77,77,0
Drygalskistraße,StZe,gut,1,0,1,1,1
Dröpkeweg,Neuk,einfach,1,0,1,1,0
Drössestraße,TrKö,mittel,1,0,1,1,1
Drübecker Weg,Neuk,einfach,1,0,1,1,0
Dualastraße,Mitt,einfach,1,0,1,1,1
Dubickstraße,MaHe,einfach,3,3,3,3,3
Dubickstraße,MaHe,mittel,7,7,7,7,7
Dubickstraße,MaHe,mittel *,1,1,1,1,1
Dubliner Straße,Mitt,einfach,130,130,130,130,130
Dubliner Straße,Mitt,einfach *,2,2,2,2,2
Dubrowplatz,StZe,gut,1,0,1,1,1
Dubrowstraße,StZe,gut,102,102,102,102,102
Dubrowstraße,StZe,gut *,1,1,1,1,1
Duchrother Straße,TrKö,mittel,1,0,1,1,1
Dudenstraße,FrKr,mittel *,77,77,77,77,77
Dudenstraße,TSch,mittel *,104,104,104,104,104
Dudweilerstraße,MaHe,mittel,1,0,1,1,1
Duftgeranienweg,TrKö,einfach,159,159,159,159,159
Duftgeranienweg,TrKö,einfach *,2,2,2,2,2
Duftgeranienweg,TrKö,mittel,15,15,15,15,15
Duftgeranienweg,TrKö,mittel *,9,9,9,9,9
Duftgeranienweg,TrKö,mittel*,1,1,1,1,1
Duisburger Straße,ChWi,gut,18,18,18,18,18
Duisburger Straße,ChWi,gut *,2,2,2,2,2
Dukatenfalterweg,MaHe,mittel,1,0,1,1,1
Dunckerstraße,Pank,gut,79,79,79,79,79
Dunckerstraße,Pank,gut *,11,11,11,11,11
Dunckerstraße,Pank,mittel,2,2,2,2,2
Durlacher Straße,ChWi,gut,50,50,50,50,50
Durlacher Straße,ChWi,gut *,26,26,26,26,26
Durlacher Straße,MaHe,mittel,1,0,1,1,1
Dusekestraße,Pank,mittel,80,80,80,80,80
Dusekestraße,Pank,mittel *,4,4,4,4,4
Dyrotzer Straße,Span,mittel,110,110,110,110,110
Dyrotzer Straße,Span,mittel*,25,25,25,25,25
Dädaluspfad,Span,mittel,1,0,1,1,1
Dämeritzstraße,TrKö,mittel,1,0,1,1,1
Dänenstraße,Pank,gut,7,7,7,7,7
Dänenstraße,Pank,gut *,2,2,2,2,2
Dänenstraße,Pank,mittel *,15,15,15,15,15
Däumlingsweg,TrKö,mittel,1,0,1,1,1
Döbelner Straße,MaHe,mittel,1,0,1,1,1
Döbelner Weg,Neuk,mittel,1,0,1,1,0
Döberitzer Straße,Mitt,einfach,1,1,1,1,1
Döberitzer Straße,Mitt,einfach *,2,2,2,2,2
Döberitzer Weg,Span,einfach,1,0,1,1,1
Döbrabergweg,Pank,einfach,1,0,1,1,1
Döhlauer Pfad,StZe,mittel,1,0,1,1,1
Döhrendahlstraße,Lich,mittel,1,0,1,1,1
Dömitzer Straße,Neuk,mittel,102,102,102,102,0
Dömitzer Straße,Neuk,mittel *,2,2,2,2,0
Dönhoffstraße,Lich,gut,24,24,24,24,24
Dönhoffstraße,Lich,gut*,23,23,23,23,23
Dörbeckweg,Span,einfach,40,40,40,40,40
Dörbeckweg,Span,einfach *,1,1,1,1,1
Dörchläuchtingstraße,Neuk,mittel,1,0,1,1,0
Dörfelweg,TSch,einfach,15,15,15,15,15
Dörfelweg,TSch,mittel,15,15,15,15,15
Döringstraße,FrKr,gut,4,4,4,4,4
Döringstraße,FrKr,gut *,6,6,6,6,6
Dörpfeldstraße,TrKö,einfach *,21,21,21,21,21
Dörpfeldstraße,TrKö,mittel,13,13,13,13,13
