,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²
761,Bezaubernde 2-Zimmerwohnungen in ruhiger Lage – Erstbezug!,https://www.immobilienscout24.de/expose/115441986,1100.0,185.0,0.0,1285.0,3450,2 von 4,62.0,2,1.0,1.0,,True,1903.0,2019.0,Neuwertig,,Gas,liegt vor,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Brehmestraße 19, 13187 Berlin, Pankow (Pankow)",Brehmestraße,13187 Berlin,Pankow (Pankow),19,Pankow,17.741935483870968
762,Tolle Neubauwohnung in super Lage - ideal für Singles oder Pärchen,https://www.immobilienscout24.de/expose/115478287,972.0,175.0,0.0,1147.0,2916,3 von 5,50.0,2,1.0,1.0,True,True,,,Erstbezug,,,,,,Home HT GmbH,"Bouchéstraße 39, 12435 Berlin, Treptow (Treptow)",Bouchéstraße,12435 Berlin,Treptow (Treptow),39,Treptow,19.44
763,Wegen akuter Wald- und Wassernähe ohne Balkon,https://www.immobilienscout24.de/expose/115588962,340.27,98.51,48.55,487.33,drei Nettokaltmieten,8 von 18,51.99,2,,,True,,1982.0,,,,Fernwärme,,Verbrauchsausweis,91.0,degewo 10772 Berlin,"Müggelschlößchenweg 38, 12559 Berlin, Köpenick (Köpenick)",Müggelschlößchenweg,12559 Berlin,Köpenick (Köpenick),38,Köpenick,6.544912483169839
764,Wohnen am U-Bhf Adenauer Platz ( Kurfürstendamm/Brandenburgische Straße zur Eigenrenovierung ),https://www.immobilienscout24.de/expose/114324387,970.0,280.0,0.0,1250.0,3 Monatskaltmieten,5 von 5,80.5,3,1.0,1.0,True,,1973.0,,Renovierungsbedürftig,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,109.9,Immopoint Grunewald Immobilien GmbH Kaiserdamm 6 14057 Berlin,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10709 Berlin,Wilmersdorf (Wilmersdorf),,Wilmersdorf,12.049689440993788
765,Pärchenwohnung,https://www.immobilienscout24.de/expose/115588961,348.79,98.49,48.54,495.82,drei Nettokaltmieten,6 von 18,51.98,2,,,True,,1982.0,,,,Fernwärme,,Verbrauchsausweis,91.0,degewo 10772 Berlin,"Müggelschlößchenweg 38, 12559 Berlin, Köpenick (Köpenick)",Müggelschlößchenweg,12559 Berlin,Köpenick (Köpenick),38,Köpenick,6.710080800307812
766,Schöne 2 Zimmerwohnung in Wilmersdorf mit Balkon sucht Nachmieter zum 01.03.2020,https://www.immobilienscout24.de/expose/115588138,941.34,100.2,19.45,1060.99,2824.02,,78.0,2,,,,,,,Vollständig renoviert,Zentralheizung,,,Verbrauchsausweis,,CAPERA Immobilien Service GmbH Kurfürstendamm 71 10709 Berlin,"Hildegardstr. 16a, 10715 Berlin, Wilmersdorf (Wilmersdorf)",Hildegardstr.,10715 Berlin,Wilmersdorf (Wilmersdorf),16,Wilmersdorf,12.06846153846154
767,gemütlich Wohnen nahe Wendenschloß,https://www.immobilienscout24.de/expose/115588960,339.18,70.9,51.41,461.49,drei Nettokaltmieten,1 von 4,39.89,2,,,,,1961.0,,,,,,Verbrauchsausweis,103.0,degewo 10772 Berlin,"Igelsteig 5, 12557 Berlin, Köpenick (Köpenick)",Igelsteig,12557 Berlin,Köpenick (Köpenick),5,Köpenick,8.502882928052143
768,2 Zimmer im Hinterhaus,https://www.immobilienscout24.de/expose/115313751,1250.0,115.0,,1365.0,3750,2 von 5,66.5,2,,,,,1906.0,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Boddinstraße 65, 12053 Berlin, Neukölln (Neukölln)",Boddinstraße,12053 Berlin,Neukölln (Neukölln),65,Neukölln,18.796992481203006
769,Helle und sanierte 2 Zimmerwohnung in Pankow an der Wollankstraße!,https://www.immobilienscout24.de/expose/115474006,920.92,100.0,80.0,1100.92,3 Nettokaltmieten,2,64.97,2,,1.0,,,1900.0,,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Bärlin Housing GmbH 10711 Berlin,"Pichelswerder Straße 5, 13187 Berlin, Pankow (Pankow)",Pichelswerder Straße,13187 Berlin,Pankow (Pankow),5,Pankow,14.174542096352162
770,Zentrale Lage U-Bhf Ullsteinstraße am Hafencenter,https://www.immobilienscout24.de/expose/98944800,610.0,233.0,0.0,840.0,3 Monatskaltmieten,5 von 12,70.0,2,1.0,1.0,True,,1972.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Immopoint Grunewald Immobilien GmbH Kaiserdamm 6 14057 Berlin,"Burgemeister Straße 82, 12099 Berlin, Tempelhof (Tempelhof)",Burgemeister Straße,12099 Berlin,Tempelhof (Tempelhof),82,Tempelhof,8.714285714285714
771,Hochwertige Familienwohnung im Neubau am Schlosspark,https://www.immobilienscout24.de/expose/115440173,2010.0,308.0,0.0,2318.0,6231,1 von 6,112.0,4,3.0,2.0,True,True,,,Erstbezug,,,,,,Home HT GmbH,"Heubnerweg 7A, 14059 Berlin, Charlottenburg (Charlottenburg)",Heubnerweg,14059 Berlin,Charlottenburg (Charlottenburg),7,Charlottenburg,17.946428571428573
772,"modernisierte 1 Zimmer Wohnung mit Einbauküche, Duschbad und Waschmaschine",https://www.immobilienscout24.de/expose/103592128,811.55,54.0,44.45,910.0,243465,,33.55,1,,,True,True,1986.0,,,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Neue Roßstraße 20, 10179 Berlin, Mitte (Mitte)",Neue Roßstraße,10179 Berlin,Mitte (Mitte),20,Mitte,24.189269746646797
773,Traumhafte Neubauwohnung ideal für Pärchen oder Singles,https://www.immobilienscout24.de/expose/115371130,1005.0,200.0,0.0,1205.0,3015,2 von 5,54.0,2,1.0,1.0,True,True,,,,,,,,,Home HT GmbH,"Lehrter Straße 23 WE43, 10557 Berlin, Tiergarten (Tiergarten)",Lehrter Straße,10557 Berlin,Tiergarten (Tiergarten),23,Tiergarten,18.61111111111111
774,Große 3-Zimmer-Familienwohnung in Marienfelde mit WBS,https://www.immobilienscout24.de/expose/115306337,720.0,125.0,116.0,961.0,2160.00,0 von 4,84.79,3,3.0,1.0,,True,1997.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Bardt + Bardt Hausverwaltung GmbH Goethestr. 10 b 12207 Berlin,"Malteserstr. 150 a, 12277 Berlin, Marienfelde (Tempelhof)",Malteserstr.,12277 Berlin,Marienfelde (Tempelhof),150,Marienfelde,8.491567401816251
775,Geräumige Singlewohnung mit Balkon in Neukölln!,https://www.immobilienscout24.de/expose/115380303,359.18,120.0,50.0,529.18,Drei Nettokaltmieten,6 von 8,44.0,1,,1.0,True,,1974.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,155.7,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 53, 12057 Berlin, Neukölln (Neukölln)",Aronsstr.,12057 Berlin,Neukölln (Neukölln),53,Neukölln,8.163181818181819
776,Geräumige 2-Zimmer Wohnung mit Wintergarten in Neukölln!,https://www.immobilienscout24.de/expose/115380447,569.0,150.0,60.0,779.0,Drei Nettokaltmieten,6,59.0,2,1.0,1.0,True,,1972.0,2019.0,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,119.6,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 61, 12057 Berlin, Neukölln (Neukölln)",Aronsstr.,12057 Berlin,Neukölln (Neukölln),61,Neukölln,9.64406779661017
777,Tolle 3-Zimmer Wohnung in Neukölln sucht nette Familie zum einziehen!,https://www.immobilienscout24.de/expose/115380485,475.37,170.0,70.0,715.37,Drei Nettokaltmieten,10,68.0,3,2.0,1.0,True,,1972.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,116.1,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 73, 12057 Berlin, Neukölln (Neukölln)",Aronsstr.,12057 Berlin,Neukölln (Neukölln),73,Neukölln,6.9907352941176475
778,Tolle 2-Zimmer Wohnung nahe köllnischer Heide!,https://www.immobilienscout24.de/expose/115380555,473.73,150.0,60.0,683.73,Drei Nettokaltmieten,5,58.0,2,1.0,1.0,True,,1973.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,112.9,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 11, 12057 Berlin, Neukölln (Neukölln)",Dieselstr.,12057 Berlin,Neukölln (Neukölln),11,Neukölln,8.167758620689655
779,2-Zimmer Wohnung in Neukölln sucht Paar zum einziehen!,https://www.immobilienscout24.de/expose/115380515,478.72,150.0,60.0,688.72,Drei Nettokaltmieten,7,60.0,2,1.0,1.0,True,,1972.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,116.1,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 73, 12057 Berlin, Neukölln (Neukölln)",Aronsstr.,12057 Berlin,Neukölln (Neukölln),73,Neukölln,7.978666666666667
780,2-Zimmer Wohnung mit Balkon in Neukölln sucht neuen Mieter!,https://www.immobilienscout24.de/expose/115380360,403.9,160.0,60.0,623.9,Drei Nettokaltmieten,4,60.0,2,1.0,1.0,True,,1972.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,119.6,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Aronsstr. 55, 12057 Berlin, Neukölln (Neukölln)",Aronsstr.,12057 Berlin,Neukölln (Neukölln),55,Neukölln,6.7316666666666665
781,Erstbezug - Wunderschöne 5-Zimmer-Penthousewohnung über den Dächern Schönebergs,https://www.immobilienscout24.de/expose/115381606,2490.0,400.0,0.0,2890.0,3 Nettokaltmieten,5,144.0,5,,,True,,2020.0,2020.0,Erstbezug,Wärmepumpe,,liegt zur Besichtigung vor,,,Houses & Homes - H & H Immobilien GmbH Benkertstr. 22 14467 Potsdam,"12161 Berlin, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12161 Berlin,Friedenau (Schöneberg),,Friedenau,17.291666666666668
782,Wohnen an der köllnischen Heide!,https://www.immobilienscout24.de/expose/115380612,418.26,130.0,50.0,598.26,Drei Nettokaltmieten,5,51.0,2,1.0,1.0,True,,1973.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,112.9,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 11, 12057 Berlin, Neukölln (Neukölln)",Dieselstr.,12057 Berlin,Neukölln (Neukölln),11,Neukölln,8.201176470588235
783,Einzigartige Neubauwohnung mit Fensterfront und geräumiger Terrasse,https://www.immobilienscout24.de/expose/115400074,1940.0,320.0,0.0,2260.0,5820,0,130.0,4,3.0,2.0,,True,2019.0,,,,,,,,Home HT GmbH,"Ernst-Reinke-Straße 6, 10369 Berlin, Lichtenberg (Lichtenberg)",Ernst-Reinke-Straße,10369 Berlin,Lichtenberg (Lichtenberg),6,Lichtenberg,14.923076923076923
784,Großzügiges Penthouse mit Weitblick über Berlin!,https://www.immobilienscout24.de/expose/115401398,3320.0,460.0,,3780.0,9960.00,,207.0,3,2.0,1.0,True,True,1904.0,2019.0,Neuwertig,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Oranienplatz 2, 10969 Berlin, Kreuzberg (Kreuzberg)",Oranienplatz,10969 Berlin,Kreuzberg (Kreuzberg),2,Kreuzberg,16.03864734299517
785,Helle Neubau-Wohnung am Schlosspark,https://www.immobilienscout24.de/expose/115418787,1331.0,200.0,0.0,1531.0,3993,7,77.0,2,1.0,2.0,True,True,,,,,,,,,Home HT GmbH,"Heubnerweg 7, 14059 Berlin, Charlottenburg (Charlottenburg)",Heubnerweg,14059 Berlin,Charlottenburg (Charlottenburg),7,Charlottenburg,17.285714285714285
786,Atemberaubende Maisonette-Wohnung direkt am Potsdamer Platz!,https://www.immobilienscout24.de/expose/115409893,2500.0,560.0,0.0,3060.0,7500.00,,139.0,3,2.0,2.0,True,True,2000.0,,Neuwertig,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Potsdamer Straße 4, 10785 Berlin, Tiergarten (Tiergarten)",Potsdamer Straße,10785 Berlin,Tiergarten (Tiergarten),4,Tiergarten,17.985611510791365
787,Lebensqualität pur – Welcome to the “Upper Eastside Berlin”!,https://www.immobilienscout24.de/expose/115425256,4415.0,1290.0,0.0,5705.0,7500.00,,260.0,3,2.0,2.0,True,True,2011.0,,Neuwertig,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Unter den Linden 16, 10117 Berlin, Mitte (Mitte)",Unter den Linden,10117 Berlin,Mitte (Mitte),16,Mitte,16.98076923076923
788,Tolle Neubauwohnung mit Blick aufs Wasser,https://www.immobilienscout24.de/expose/115436844,1026.0,148.0,0.0,1174.0,3078,2 von 5,42.0,2,1.0,1.0,True,True,,,Erstbezug,,,,,,Home HT GmbH,"Otto-Weidt-Platz 14, 10557 Berlin, Britz (Neukölln)",Otto-Weidt-Platz,10557 Berlin,Britz (Neukölln),14,Britz,24.428571428571427
789,Luxus Penthouse-Wohnung mit Panoramablick,https://www.immobilienscout24.de/expose/115439709,1600.0,599.0,0.0,2199.0,5400,6 von 6,157.0,3,2.0,2.0,True,True,1996.0,,,,,liegt vor,Verbrauchsausweis,81.0,Home HT GmbH,"Lindenstraße 32C, 12555 Berlin, Köpenick (Köpenick)",Lindenstraße,12555 Berlin,Köpenick (Köpenick),32,Köpenick,10.19108280254777
790,Schöne Neubauwohnung im Wave,https://www.immobilienscout24.de/expose/115440069,1208.0,269.0,0.0,1477.0,3624,4 von 6,68.0,2,1.0,1.0,True,True,,,Erstbezug,,,,,,Home HT GmbH,"Stralauer Allee 13a, 10245 Berlin, Friedrichshain (Friedrichshain)",Stralauer Allee,10245 Berlin,Friedrichshain (Friedrichshain),13,Friedrichshain,17.764705882352942
791,Schöne 2-Zimmer Wohnung in der Dieselstraße zu vermieten!,https://www.immobilienscout24.de/expose/115380674,473.73,150.0,60.0,683.73,Drei Nettokaltmieten,7,57.0,2,1.0,1.0,True,,1973.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,112.9,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 11, 12057 Berlin, Neukölln (Neukölln)",Dieselstr.,12057 Berlin,Neukölln (Neukölln),11,Neukölln,8.311052631578947
792,Schön eingerichtete Wohnung,https://www.immobilienscout24.de/expose/115440115,1224.0,255.0,0.0,1479.0,3672,,57.0,2,1.0,1.0,,True,,,Saniert,,,,,,Home HT GmbH,"Goethestraße 76, 10623 Berlin, Charlottenburg (Charlottenburg)",Goethestraße,10623 Berlin,Charlottenburg (Charlottenburg),76,Charlottenburg,21.473684210526315
793,Modernisierte zwei Zimmer Wohnung mit Balkon und Einbauküche,https://www.immobilienscout24.de/expose/108177922,1150.0,80.0,70.0,1300.0,3450,3 von 4,49.39,2,,,,True,1958.0,,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Pflugstraße 18, 10115 Berlin, Mitte (Mitte)",Pflugstraße,10115 Berlin,Mitte (Mitte),18,Mitte,23.284065600323952
794,"TEILGEWERBLCHE VERMIETUNG==MOMMSENSTRAßE 52==187,41 QM==EG==BALKON==PARKETT/TEPPICHE==MOD.-ALTBAU",https://www.immobilienscout24.de/expose/114698115,2295.0,347.0,0.0,2642.0,6885,0 von 5,187.41,7,,,True,,1910.0,,Modernisiert,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,124.0,HIS Hickstein Immobilien Systemanalyse Rudolf-Ditzen-Weg 15 13156 Berlin,"Mommsenstraße 52, 10629 Berlin, Charlottenburg (Charlottenburg)",Mommsenstraße,10629 Berlin,Charlottenburg (Charlottenburg),52,Charlottenburg,12.245878021450297
795,Apartments in unmittelbarer Nähe zur Mall of Berlin,https://www.immobilienscout24.de/expose/114734492,1750.0,477.0,0.0,2227.0,Kaution: 3 Monatsmieten,4,105.97,3,1.0,2.0,True,True,1998.0,2017.0,Neuwertig,Zentralheizung,,,Verbrauchsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)",Joseph-von-Eichendorff-Gasse,10785 Berlin,Tiergarten (Tiergarten),1,Tiergarten,16.514107766348967
796,Residieren im Joseph-Haydn-Palais: Dachgeschoss mit Blick über den Tiergarten – Erstbezug!,https://www.immobilienscout24.de/expose/114942613,3950.0,550.0,0.0,4500.0,Kaution: 13050.00,4,230.0,3,2.0,2.0,True,True,1887.0,2016.0,Neuwertig,Zentralheizung,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Joseph-Haydn-Straße 1, 10557 Berlin, Tiergarten (Tiergarten)",Joseph-Haydn-Straße,10557 Berlin,Tiergarten (Tiergarten),1,Tiergarten,17.17391304347826
797,Moderne Neubau-Wohnung mit Balkon & EBK im Tiergarten,https://www.immobilienscout24.de/expose/114778416,1136.0,210.0,0.0,1346.0,3375,4 von 4,65.0,2,1.0,1.0,True,True,2019.0,,Erstbezug,,,,,,Home HT GmbH,"Lehrter Straße 23D, 10557 Berlin, Tiergarten (Tiergarten)",Lehrter Straße,10557 Berlin,Tiergarten (Tiergarten),23,Tiergarten,17.476923076923075
798,Großzügige Neubau-Wohnung in Neukölln,https://www.immobilienscout24.de/expose/114778724,1700.0,250.0,0.0,1950.0,5100,4,110.0,3,2.0,1.0,True,True,,,Erstbezug,,,liegt vor,,,Home HT GmbH,"Harzer Straße 106, 12435 Berlin, Neukölln (Neukölln)",Harzer Straße,12435 Berlin,Neukölln (Neukölln),106,Neukölln,15.454545454545455
799,Spektakulärer Erstbezug mit Turmzimmer!,https://www.immobilienscout24.de/expose/114627999,2873.56,378.1,,3251.66,5100,,151.0,3,2.0,2.0,True,,2019.0,,Neuwertig,Etagenheizung,,liegt vor,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Isländische Straße, WE48, Turm 18, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",,,,,,19.03019867549669
800,"Erstbezug in hochwertige Maisonette-Wohnung, unmittelbar in Kudamm Nähe - Teilgewerbliche Vermietung",https://www.immobilienscout24.de/expose/114964676,3838.0,450.0,0.0,4288.0,5100,,202.0,7,4.0,2.0,True,True,1900.0,,Erstbezug nach Sanierung,Fußbodenheizung,,liegt vor,Verbrauchsausweis,159.0,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10719 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10719 Berlin,Wilmersdorf (Wilmersdorf),,Wilmersdorf,19.0
801,Traumhafte Neubauwohnung mit Wasserblick in zentraler Lage!,https://www.immobilienscout24.de/expose/114973195,3800.0,447.0,0.0,4247.0,Kaution: 3 Monatsmieten,6 von 6,154.0,5,3.0,2.0,True,True,2019.0,,Neuwertig,Zentralheizung,Fernwärme,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H 9, 10557 Berlin, Tiergarten (Tiergarten)",Hilda-Geiringer-Weg H,10557 Berlin,Tiergarten (Tiergarten),9,Tiergarten,24.675324675324674
802,Elegant möblierte Altbau-Wohnung in Mitte,https://www.immobilienscout24.de/expose/114998310,1200.0,500.0,0.0,1700.0,3600,0,80.0,2,1.0,1.0,,True,,2015.0,,,,,,,Home HT GmbH,"Torstraße 220, 10115 Berlin, Mitte (Mitte)",Torstraße,10115 Berlin,Mitte (Mitte),220,Mitte,15.0
803,Sehr helle 3-Zimmer Dachgeschoss-Maisonette-Wohnung,https://www.immobilienscout24.de/expose/115136332,1242.0,340.0,0.0,1582.0,3726,2 von 2,94.0,3,1.0,1.0,,True,,,,,,,,,Home HT GmbH,"Wildmeisterdamm 279, 12353 Berlin, Buckow (Neukölln)",Wildmeisterdamm,12353 Berlin,Buckow (Neukölln),279,Buckow,13.212765957446809
804,Charmante 2-Zimmer-Wohnung im Altbau,https://www.immobilienscout24.de/expose/114998300,1220.0,267.0,0.0,1472.0,3660,0 von 5,72.0,2,1.0,1.0,,True,1900.0,,,,,,,,Home HT GmbH,"Bergstraße 70, 10115 Berlin, Mitte (Mitte)",Bergstraße,10115 Berlin,Mitte (Mitte),70,Mitte,16.944444444444443
805,Exclusive Erdgeschosswohnung in Altbauvilla mit eigener Terrasse im Garten,https://www.immobilienscout24.de/expose/115145117,2475.45,351.51,160.08,2987.04,8416.53,0 von 3,165.03,6,2.0,2.0,,True,1920.0,2019.0,Erstbezug nach Sanierung,Öl-Heizung,Strom,liegt vor,Bedarfsausweis,,Terrial Stadtentwicklung GmbH Melanchthonstrasse 16 10557 Berlin,"Tillmannsweg 11, 14109 Berlin, Wannsee (Zehlendorf)",Tillmannsweg,14109 Berlin,Wannsee (Zehlendorf),11,Wannsee,14.999999999999998
806,THE WAVE – Einzigartiges Ambiente mit Water View – Erstbezug!,https://www.immobilienscout24.de/expose/115031186,2500.0,320.0,0.0,2820.0,Kaution: 7500.00,1 von 7,127.0,3,2.0,2.0,True,True,2019.0,,Neuwertig,Zentralheizung,Fernwärme,,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Stralauer Allee 14a, 10245 Berlin, Friedrichshain (Friedrichshain)",Stralauer Allee,10245 Berlin,Friedrichshain (Friedrichshain),14,Friedrichshain,19.68503937007874
807,Vollendete Perfektion mit atemberaubendem Wasserblick!,https://www.immobilienscout24.de/expose/115002568,2000.0,260.0,0.0,2260.0,Kaution: 6000.00,5 von 7,103.0,3,2.0,2.0,True,True,2019.0,,Neuwertig,Fernwärme,Fernwärme,,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Stralauer Allee 13, 10245 Berlin, Friedrichshain (Friedrichshain)",Stralauer Allee,10245 Berlin,Friedrichshain (Friedrichshain),13,Friedrichshain,19.41747572815534
808,"Moderne, lichtdurchflutete Neubauwohnung in beliebtester Lage Charlottenburgs",https://www.immobilienscout24.de/expose/115233080,2740.0,550.0,0.0,3290.0,8220,3 von 5,137.0,3,,2.0,True,True,2018.0,,Neuwertig,Fußbodenheizung,,liegt vor,Bedarfsausweis,,Lunkenheimer und Prokopetz GbR Pfalzburger Str. 79 10719 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,Charlottenburg (Charlottenburg),,Charlottenburg,20.0
809,Luxuriöse Maisonette-Wohnung in Berlins Stadtmitte!,https://www.immobilienscout24.de/expose/115240250,2300.0,579.0,0.0,2879.0,6900.00,8 von 8,167.0,3,1.0,1.0,True,True,1999.0,,Neuwertig,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Behrenstraße 28, 10117 Berlin, Mitte (Mitte)",Behrenstraße,10117 Berlin,Mitte (Mitte),28,Mitte,13.77245508982036
810,Erstbezug nach Sanierung am Adenauer Platz! Ab sofort!,https://www.immobilienscout24.de/expose/113946877,875.0,65.0,50.0,990.0,3 Nettokaltmieten,3 von 5,35.0,1,1.0,1.0,,,1900.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,163.0,von Rüden Immobilien GmbH Wichmannstraße 5 10787 Berlin,"Kurfürstendamm 167, 10707 Berlin, Wilmersdorf (Wilmersdorf)",Kurfürstendamm,10707 Berlin,Wilmersdorf (Wilmersdorf),167,Wilmersdorf,25.0
811,1-Zimmer-Apartment im Erstbezug nach Sanierung in der City-West! Ab sofort!,https://www.immobilienscout24.de/expose/113946639,1390.0,90.0,70.0,1550.0,3 Nettokaltmieten,1 von 6,55.0,1,1.0,1.0,True,,1959.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,163.0,von Rüden Immobilien GmbH Wichmannstraße 5 10787 Berlin,"Kurfürstendamm 167, 10707 Berlin, Wilmersdorf (Wilmersdorf)",Kurfürstendamm,10707 Berlin,Wilmersdorf (Wilmersdorf),167,Wilmersdorf,25.272727272727273
812,Wohnen auf höchstem Niveau - Erstbezug nahe Hauptbahnhof!,https://www.immobilienscout24.de/expose/113494388,1800.0,248.0,0.0,2048.0,Kaution: 5400.00,5 von 6,84.0,2,1.0,1.0,True,True,2019.0,,Neuwertig,Zentralheizung,,,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Hilda-Geiringer-Weg H 2, 10557 Berlin, Tiergarten (Tiergarten)",Hilda-Geiringer-Weg H,10557 Berlin,Tiergarten (Tiergarten),2,Tiergarten,21.428571428571427
813,Repräsentatives Wohnen am Gendarmenmarkt!,https://www.immobilienscout24.de/expose/114024892,3850.0,625.0,0.0,4475.0,Kaution: 11550.00,6 von 6,209.0,4,3.0,3.0,True,True,2006.0,,Neuwertig,Zentralheizung,Fernwärme,,Bedarfsausweis,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Markgrafenstraße 42, 10117 Berlin, Mitte (Mitte)",Markgrafenstraße,10117 Berlin,Mitte (Mitte),42,Mitte,18.42105263157895
814,Moderne trifft Historie – Erstbezug in der Glockengießerei!,https://www.immobilienscout24.de/expose/114024893,1940.0,417.0,,2357.0,Kaution: 3 Monatsmieten,2 von 4,108.0,3,1.0,2.0,,True,1887.0,2019.0,,Zentralheizung,,,,,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Glasower Straße 30, WE64.M, 12051 Berlin, Neukölln (Neukölln)",,,,,,17.962962962962962
