Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Typ,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Badezimmer,Balkon/ Terrasse,Personenaufzug,Wohnberechtigungsschein erforderlich,Baujahr,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Anbieter,Adreese
Schöne Wohnung in ruhiger Lage,https://www.immobilienscout24.de/expose/115616763,"454,37 €","204,62 €","inkl. 123,08 €","658,99 €","Kaution: 1.363,00 EUR",Etagenwohnung,1,"46,62 m²",nach Vereinbarung,"1,5",,True,,,1928,Gas-Heizung,Fernwärme,,,Deutsche Wohnen Gruppe,"Lampesteig 6, 13409 Berlin, Reinickendorf (Reinickendorf)"
"830 €, 40 m², 1 Zimmer",https://www.immobilienscout24.de/expose/115590647,830 €,keine Angabe,nicht in Nebenkosten enthalten,930 € (zzgl. Nebenkosten & Heizkosten),,Etagenwohnung,,40 m²,,1,,,,,,,,,,,"10115 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Geräumige 2 Zimmerwohnung mit EBK und Wintergarten in parkänlicher Wohnanlage,https://www.immobilienscout24.de/expose/115590528,"574,83 €","145,62 €","86,22 €","876,67 €",3 Kaltmieten,Etagenwohnung,1 von 3,"63,87 m²",01.05.2020,2,1,True,,,1996,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,Sabine Schäfer Hausverwaltung GmbH Torstraße 6 10119 Berlin,"Parksiedlung Spruch 3 bis 137, 12349 Berlin, Buckow (Neukölln)"
Schöner Wohnen: ansprechende 2-Zimmer-Wohnung,https://www.immobilienscout24.de/expose/115590265,"365,87 €",97 €,60 €,"522,87 €",1097.61,Etagenwohnung,2,"51,97 m²",28.02.20,2,,True,,,1111,Zentralheizung,,,,Vonovia SE . Postfach 44784 Bochum,"Waldowstr. 19, 13403 Berlin, Reinickendorf (Reinickendorf)"
"Exklusive 3-Zimmer-Wohnung mit Balkon und Einbauküche in Mitte, Berlin",https://www.immobilienscout24.de/expose/115590692,1.100 €,230 €,in Nebenkosten enthalten,1.330 €,1500€,Sonstige,14 von 20,65 m²,ab sofort,3,1,True,True,,,,,,,,"Holzmarkstrasse 75, 10179 Berlin, Mitte (Mitte)"
3 Zim.-Wohnung mit Einbauküche und Balkon in Rheingauviertel / Friedenau -- 2017 Vollsaniert,https://www.immobilienscout24.de/expose/115590794,1.390 €,160 €,in Nebenkosten enthalten,1.550 €,2780,Hochparterre,1 von 4,"80,5 m²",01.03.2020,3,1,True,,,1926,Fernwärme,Fernwärme-Dampf,laut Gesetz nicht erforderlich,,,"Deidesheimer Straße 00, 14197 Berlin, Friedenau (Schöneberg)"
Ruhiges 4 Zi Dachgeschoss in der Nähe vom Oliver Platz,https://www.immobilienscout24.de/expose/115590693,2.201 €,147 €,187 €,2.535 €,"3x Nettokaltmieten (6603,-)",Dachgeschoss,6 von 7,"157,2 m²",sofort,4,3,True,True,,1959,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Zähringerstr. 33a 10707 Berlin,"Zähringerstr. 33a, 10707 Berlin, Wilmersdorf (Wilmersdorf)"
Zwischenmiete - Sommer über den Dächern Berlins,https://www.immobilienscout24.de/expose/115591577,1.550 €,450 €,in Nebenkosten enthalten,2.000 €,2000,,5 von 5,130 m²,02.05.2020,3,2,,True,,,,,,,,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"2-Zimmer-Neubauwohnung, 1. OG - naturnah und verkehrsgünstig wohnen in Berlin-Rudow",https://www.immobilienscout24.de/expose/115591432,900 €,200 €,in Nebenkosten enthalten,1.100 €,2850,Sonstige,1 von 1,"71,96 m²",01.03.2020,2,1,True,,,2019,Fußbodenheizung,,liegt vor,Bedarfsausweis,,"Krokusstraße 2b, 12357 Berlin-Rudow, Rudow (Neukölln)"
"Exklusive, geräumige und neuwertige 2-Zimmer-Wohnung mit Balkon und EBK in Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/115591680,1.500 €,212 €,in Nebenkosten enthalten,1.712 €,4500,Etagenwohnung,3 von 5,73 m²,01.03.2020,2,1,True,,,1902,Zentralheizung,Gas,liegt zur Besichtigung vor,,,"10407 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Bezaubernde 1-Zi-Wohnung in Lichterfelde-West - dicht FU Berlin!,https://www.immobilienscout24.de/expose/115593201,"445,60 €",80 €,35 €,"560,60 €","1437,- €",Etagenwohnung,0 von 4,33 m²,frei,1,1,,,,1963,Zentralheizung,Gas,liegt vor,Bedarfsausweis,LEIBLE & CIE. Gethsemanestr. 1 10437 Berlin,"Memlingstr. 18, 12203 Berlin, Lichterfelde (Steglitz)"
kleine 2 Zimmer Maisonette DG Wohnung mit EBK und weiterem Mobiliar,https://www.immobilienscout24.de/expose/115590038,920 €,125 €,in Nebenkosten enthalten,1.045 €,2760,Dachgeschoss,4 von 4,48 m²,01.04.2020,2,1,,,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Jörg Vespermann Immobilien Mühlenstr. 18 17192 Waren,"Ostender Str 31, 13353 Berlin, Wedding (Wedding)"
"696 €, 58 m², 3 Zimmer",https://www.immobilienscout24.de/expose/115593330,696 €,keine Angabe,nicht in Nebenkosten enthalten,896 € (zzgl. Nebenkosten & Heizkosten),,Etagenwohnung,,58 m²,,3,,True,,,,,,,,,"Gehsener Straße 100, 12555 Berlin, Köpenick (Köpenick)"
"Helle, gut geschnittene 3-Zi-Wohnung, Nähe Rüdesheimer Platz",https://www.immobilienscout24.de/expose/115591635,695 €,250 €,in Nebenkosten enthalten,945 €,3 Netto-Kaltmieten,Sonstige,3 von 5,69 m²,ab sofort,3,1,,,,1938,Fernwärme,Fernwärme,laut Gesetz nicht erforderlich,,,"14197 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Charmante Altbauwohnung mit Sonnenausrichtung in begehrter Wohnlage im Mauerpark-Kiez,https://www.immobilienscout24.de/expose/115595431,1.945 €,250 €,nicht in Nebenkosten enthalten,2.195 € (zzgl. Heizkosten),4350,Etagenwohnung,4 von 4,154 m²,01.03.2020,5,2,True,,,,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"980 €, 49 m², 2 Zimmer",https://www.immobilienscout24.de/expose/115599653,980 €,keine Angabe,in Nebenkosten enthalten,1.150 € (zzgl. Nebenkosten),2300 Euro,Etagenwohnung,,49 m²,02.02.2020,2,1,True,True,,2019,Fußbodenheizung,Fernwärme,,Bedarfsausweis,,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Erstbezug! Stilvolles, geräumiges Studio-Apartment mit Balkon,Tageslichtbad,EBK",https://www.immobilienscout24.de/expose/115601012,869 €,130 €,in Nebenkosten enthalten,999 €,2607,Etagenwohnung,3 von 5,"43,25 m²",01.06.2020,1,1,True,True,,2014,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,,"Bernkasteler Straße 7, 13088 Berlin, Weißensee (Weißensee)"
"teilmöblierte 1,5 Zimmer Wohnung mit Balkon, EBK, Wannenbad",https://www.immobilienscout24.de/expose/115590017,600 €,120 €,in Nebenkosten enthalten,720 €,1800,Hochparterre,0 von 5,50 m²,15.02.2020,"1,5",1,True,True,,unbekannt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Jörg Vespermann Immobilien Mühlenstr. 18 17192 Waren,"Friedrichshaller Str. 31, 14199 Berlin, Schmargendorf (Wilmersdorf)"
"1.650 €, 63 m², 3 Zimmer",https://www.immobilienscout24.de/expose/115593632,1.650 €,keine Angabe,nicht in Nebenkosten enthalten,1.650 € (zzgl. Nebenkosten & Heizkosten),,Hochparterre,,63 m²,,3,,True,,,,,,,,,"Roseggerstraße 24, 12059 Berlin, Neukölln (Neukölln)"
"Helle, geräumige 1-Zimmer-Wohnung in Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/115606097,495 €,100 €,in Nebenkosten enthalten,595 €,"1485,00",Etagenwohnung,1 von 3,38 m²,ab sofort,1,1,,,,,Zentralheizung,,,,,"Konrad-Wolf-Straße 0, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Ruhige gelegene, schöne 3-Zimmer Hochparterre-Wohnung mit EBK in Hermsdorf",https://www.immobilienscout24.de/expose/115606135,800 €,250 €,in Nebenkosten enthalten,1.050 €,1600,Hochparterre,1 von 1,84 m²,01.05.2020,3,1,True,,,,Zentralheizung,,,,,"Schulzendorfer Straße 34 A, 13467 Berlin, Hermsdorf (Reinickendorf)"
TOPLAGE - Wohnen wie im Urlaub mit direktem Spreeblick mitten in der Hauptstadt,https://www.immobilienscout24.de/expose/115582282,699 €,150 €,inkl. 65 €,999 €,"1950,00",Etagenwohnung,1 von 9,42 m²,01.03.2020,1,1,True,True,,1997,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Immobilien Daniel Gansen Hermsdorfer Damm 91 13467 Berlin,"Dovestraße 5 B, 10587 Berlin, Charlottenburg (Charlottenburg)"
Charmante 1 Raumwohnung mit Balkon,https://www.immobilienscout24.de/expose/115582369,705 €,130 €,in Nebenkosten enthalten,835 €,3 Netto Kaltmieten,Etagenwohnung,1 von 3,"55,3 m²",Sofort,1,1,True,,,1900,Zentralheizung,,liegt vor,,Markgrafen Quartier Hausverwaltung GmbH Neue Grünstr. 18 10179 Berlin,"Mariendorfer Damm 183, 12107 Berlin, Mariendorf (Tempelhof)"
*Charmante 2 Raumwohnung*Optionaler Einbauküche*Renoviert*,https://www.immobilienscout24.de/expose/115582428,699 €,150 €,in Nebenkosten enthalten,849 €,3 Netto Kaltmieten,Etagenwohnung,5 von 3,58 m²,Sofort,1,1,True,True,,1900,Zentralheizung,,liegt vor,,Markgrafen Quartier Hausverwaltung GmbH Neue Grünstr. 18 10179 Berlin,"Cranachstraße 45, 12157 Berlin, Schöneberg (Schöneberg)"
Einzelappartement mit Balkon [möbliert],https://www.immobilienscout24.de/expose/115585072,540 €,keine Angabe,keine Angabe,661 € (zzgl. Nebenkosten & Heizkosten),3 Monatskaltmieten,,,"24,18 m²",01.03.2020,1,,True,True,,,,,,,Immobilienverwaltung Riebeling GmbH,"Wexstraße 13-15, 10715 Berlin, Schöneberg (Schöneberg)"
HOMESK - Helle 2-Zimmerwohnung in Neukölln,https://www.immobilienscout24.de/expose/115582788,"1.048,05 €",142 €,99 €,"1.289,05 €",3 Nettokaltmieten,Etagenwohnung,3 von 5,"61,65 m²",15.02.2020,2,1,True,True,,2018,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)"
Geräumige 2 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115582798,1.350 €,150 €,150 €,1.650 €,3 NKM,Etagenwohnung,2 von 5,81 m²,sofort,2,1,,,,1910,Zentralheizung,Fernwärme-Dampf,liegt vor,Bedarfsausweis,Galluzzo Cristian Kiefholzstr. 18B 12435 Berlin,"Marien Straße 9, 10117 Berlin, Mitte (Mitte)"
Kleine 1-Zimmer-Wohnung in ruhiger Lage sucht neuen Mieter,https://www.immobilienscout24.de/expose/115584752,350 €,120 €,inkl. 70 €,470 €,"1050,00 EUR",Etagenwohnung,1,"35,32 m²",sofort,1,,True,,,1912,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,Gewobag VB Mollnerweg 35 12353 Berlin,"Kirchstr. 79, 12277 Berlin, Marienfelde (Tempelhof)"
FREITAG 7.02.2020 BESICHTIGUNG 17:00 Uhr*TOP*2-Zi. Whg.*sonnige LOGIA*neue EBK*Designerbad**Parkett*,https://www.immobilienscout24.de/expose/115586154,1.095 €,1 €,inkl. 1 €,1.095 €,,Etagenwohnung,3 von 5,"59,44 m²",sofort,2,1,True,,,1999,Zentralheizung,Gas,liegt vor,Bedarfsausweis,IBF Immobilienkontor GmbH Torstraße 114 10119 Berlin - Mitte,"Käthe-Niederkirchner-Sraße 41, 10407 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Helle 3-Zimmer-EG-Wohnung mit 2 Terrassen, Gartenblick, modernem Bad + Parkettboden",https://www.immobilienscout24.de/expose/115585926,895 €,162 €,65 €,1.122 €,2685,Erdgeschosswohnung,0 von 2,94 m²,01.05.2020,3,1,True,,,1980,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,"13503 Berlin, Heiligensee (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
FREITAG 7.02. - BESICHTIGUNG 17:00 Uhr*TOP*2-Zi. Whg.*sonnige LOGIA*neue EBK*Designerbad**Parkett*,https://www.immobilienscout24.de/expose/115586138,998 €,1 €,inkl. 1 €,998 €,,Etagenwohnung,3 von 5,48 m²,sofort,2,1,True,,,1999,Zentralheizung,Gas,liegt vor,Bedarfsausweis,IBF Immobilienkontor GmbH Torstraße 114 10119 Berlin - Mitte,"Käthe-Niederkirchner-Sraße 41, 10407 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"470 €, 22 m², 1 Zimmer",https://www.immobilienscout24.de/expose/115586310,470 €,keine Angabe,nicht in Nebenkosten enthalten,615 € (zzgl. Nebenkosten & Heizkosten),,Sonstige,,22 m²,,1,,True,True,,,,,,,,"Balatonstraße 1, 10319 Berlin, Friedrichsfelde (Lichtenberg)"
Gemütliche Wohnung im Herzen von Tempelhof!,https://www.immobilienscout24.de/expose/115587491,769 €,173 €,inkl. 65 €,942 €,"Kaution: 2.307,00 EUR",,1,"58,71 m²",sofort,2,,True,True,,1992,Zentralheizung,Gas,,Bedarfsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Burgemeisterstraße 72, 12103 Berlin, Tempelhof (Tempelhof)"
Attraktive 4-Zimmer-Wohnung mit Balkon im altberliner Wohnstil in Witzleben,https://www.immobilienscout24.de/expose/115589207,"1.551,95 €","392,77 €","inkl. 230,37 €","1.944,72 €",3 Nettokaltmiete,Etagenwohnung,1 von 4,147 m²,01.02.2020,4,,True,True,,1907,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"Dernburgstraße 53, 14057 Berlin, Charlottenburg (Charlottenburg)"
Attraktive 1-Zimmer-Wohnung mit Wintergarten und Balkon direkt an der Spree,https://www.immobilienscout24.de/expose/115589183,"588,71 €","152,16 €","inkl. 83,95 €","740,87 €",3 Nettokaltmieten,Etagenwohnung,5 von 8,"52,47 m²",01.04.2020,1,,,True,,1996,,Gas,liegt vor,Bedarfsausweis,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"An der Wuhlheide 234, 12459 Berlin, Oberschöneweide (Köpenick)"
Frisch gestrichen! Schöne Familienwohnung mit Balkon!,https://www.immobilienscout24.de/expose/115587493,999 €,246 €,inkl. 79 €,1.245 €,"Kaution: 2.997,00 EUR",Etagenwohnung,1,"80,2 m²",sofort,3,,True,,,1991,Zentralheizung,Öl,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Lauberhornweg 27, 12107 Berlin, Mariendorf (Tempelhof)"
Attraktive 3-Zimmer-Wohnung mit Wintergarten im schönen Köpenick,https://www.immobilienscout24.de/expose/115589223,"798,21 €",190 €,nicht in Nebenkosten enthalten,"988,21 € (zzgl. Heizkosten)",3 Nettokaltmieten,Etagenwohnung,1 von 4,"76,02 m²",ab sofort!,3,,,,,1995,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"Friedenstraße 17, 12555 Berlin, Köpenick (Köpenick)"
Attraktive ruhige 2-Zimmerwohnung mit Terrasse - Kiez von Köpenick,https://www.immobilienscout24.de/expose/115589406,"753,10 €",195 €,nicht in Nebenkosten enthalten,"948,10 € (zzgl. Heizkosten)",3 Nettokaltmieten,Erdgeschosswohnung,,"75,31 m²",ab sofort!,2,,True,,,1996,,Gas,liegt vor,Verbrauchsausweis,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"Karlstraße 45, 12557 Berlin, Köpenick (Köpenick)"
Moderne 3-Zimmer-Wohnung mit Balkon in gepflegter Wohnanlage in Köpenick,https://www.immobilienscout24.de/expose/115589265,"746,13 €",190 €,nicht in Nebenkosten enthalten,"936,13 € (zzgl. Heizkosten)",3 Nettokaltmieten,Etagenwohnung,4 von 3,"71,06 m²",ab sofort!,3,,True,,,1995,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"Friedenstraße 23, 12555 Berlin, Köpenick (Köpenick)"
Wunderschöne Dachgeschosswohnung in Heiligensee,https://www.immobilienscout24.de/expose/115582208,750 €,150 €,90 €,990 €,"2250,00 €",Dachgeschoss,3 von 3,75 m²,01.04.2020,2,1,True,,,1996,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,HDS Hausdienst GmbH Schönhauser Allee 118 10437 Berlin,"Wildganssteig 59, 13503 Berlin, Heiligensee (Reinickendorf)"
tolle Familienwohnung mit Ausblick am Mendelson-Bartholdy-Park,https://www.immobilienscout24.de/expose/115589954,2.215 €,485 €,in Nebenkosten enthalten,2.700 €,6000,Etagenwohnung,6 von 12,119 m²,01.03.2020,4,2,True,True,,2019,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,Jörg Vespermann Immobilien Mühlenstr. 18 17192 Waren,"Gabriele Tergit Promenade 21, 10963 Berlin, Tiergarten (Tiergarten)"
Altbau - Besichtigung Dienstag 04.02.2020 - 18.00 Uhr,https://www.immobilienscout24.de/expose/115578073,855 €,195 €,in Nebenkosten enthalten,1.050 €,"2565,00",Etagenwohnung,2 von 4,"83,44 m²",sofort,3,1,True,,,1904,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Hausverwaltung Deike Heß Potsdamer Str. 4 14163 Berlin,"Halskestr. 8, 12167 Berlin, Steglitz (Steglitz)"
Frühling 2020: Frei ab 1. März 2020: schick Wohnen im Wohnpark Grünau: 2-Zimmer & große Terrasse,https://www.immobilienscout24.de/expose/115578114,789 €,101 €,80 €,970 €,2.367 €,Erdgeschosswohnung,0 von 2,"61,89 m²",01.03. 2020,2,1,True,,,2014,Blockheizkraftwerke,Fernwärme,liegt vor,Bedarfsausweis,Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,"Fähenweg 1, 12527 Berlin, Grünau (Köpenick)"
Stadtvilla im Wohnpark Grünau: top 3-Zimmer-Wohnung ab 01. März 2020,https://www.immobilienscout24.de/expose/115578134,1.039 €,252 €,in Nebenkosten enthalten,1.291 €,3117 €,Etagenwohnung,1 von 2,"83,14 m²",01.03.2020,3,1,True,,,2014,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,"Waldkiefernring 24, 12527 Berlin, Grünau (Köpenick)"
Stadtvilla im Wohnpark Grünau: top 3-Zimmer-Wohnung frei ab 01. Juni 2020,https://www.immobilienscout24.de/expose/115578188,1.039 €,312 €,in Nebenkosten enthalten,1.351 €,3117 €,Etagenwohnung,1 von 2,"83,14 m²",01.06.2020,3,1,True,,,2014,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,"Fähenweg 3, 12527 Berlin, Grünau (Köpenick)"
Super Single-Wohnung mit EBK m. allen Geräten!!!,https://www.immobilienscout24.de/expose/115578810,"496,61 €",53 €,inkl. 60 €,"609,61 €","1489,83",Etagenwohnung,1 von 3,"39,32 m²",01.03.2020,1,1,,,,1900,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,CityGate Immobilien GmbH Uhlandstr. 3 10623 Berlin,"10317 Berlin, Lichtenberg (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Lichtenrader Damm - Arbeiten & Wohnen-2020,https://www.immobilienscout24.de/expose/115578217,1.415 €,300 €,in Nebenkosten enthalten,1.715 €,drei Kaltmieten,Terrassenwohnung,,117 m²,sofort,6,1,True,,,1973,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"12305 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
HOMESK - Erstbezug! Helle 3-Zimmer Neubauwohnung mit Balkon,https://www.immobilienscout24.de/expose/115578731,1.392 €,213 €,148 €,1.753 €,3 Nettokaltmieten,Etagenwohnung,1 von 5,92 m²,15.02.2020,3,2,True,True,,2018,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)"
HOMESK - Erstbezug! Große 3-Zimmer Wohnung mit Loggia,https://www.immobilienscout24.de/expose/115578851,1.392 €,213 €,150 €,1.755 €,3 Nettokaltmieten,Etagenwohnung,2 von 5,92 m²,15.02.2020,3,2,True,True,,2018,Fußbodenheizung,Fernwärme,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)"
"KONTAKT NUR/ONLY PER/VIA MAIL!!! 1-Zimmer-Appartement, Erstbezug Berlin-Charlottenburg!!!",https://www.immobilienscout24.de/expose/115579104,575 €,90 €,in Nebenkosten enthalten,665 €,"1.725,00 EUR",Etagenwohnung,,"26,9 m²",01.02.2020,1,1,,,,2019,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Märkische Immobilien Agentur Prenzlauer Chaussee 161 16348 Wandlitz,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
HOMESK - Erstbezug! 3-Zimmer Wohnung mit Balkon im Neubau-Quartier,https://www.immobilienscout24.de/expose/115578950,"1.425,75 €",219 €,152 €,"1.796,75 €",3 Nettokaltmieten,Etagenwohnung,4 von 5,95 m²,15.02.2020,3,2,True,True,,2018,Fußbodenheizung,Fernwärme,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)"
HOMESK - Neukölln! 3 Zimmer Altbauwohnung mit Südbalkon im Vorderhaus,https://www.immobilienscout24.de/expose/115579421,1.460 €,"151,90 €",nicht in Nebenkosten enthalten,1.611 € (zzgl. Heizkosten),3 Nettokaltmieten,Etagenwohnung,3 von 5,98 m²,15.02.2020,3,2,True,,,1908,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Nogatstraße 26, 12051 Berlin, Neukölln (Neukölln)"
NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115579607,"741,55 €",185 €,in Nebenkosten enthalten,"926,55 €",drei Kaltmieten,Etagenwohnung,3,"79,48 m²",nach Vereinbarung,3,1,True,,True,1997,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Kleines Schmuckstück in der Spandauer Wilhelmstadt!,https://www.immobilienscout24.de/expose/115579723,"429,24 €","170,48 €","inkl. 75,77 €","599,72 €","Kaution: 1.287,00 EUR",Etagenwohnung,2,42 m²,31.03.2020,"1,5",,,,,1939,Fernwärme,Fernwärme,,Bedarfsausweis,Deutsche Wohnen Gruppe,"Weverstr. 74D, 13595 Berlin, Spandau (Spandau)"
"HOMESK - Dachgeschoss-Maisonettewohnung, Altbau in Mitte, 206m², 3 Terrassen und Sauna",https://www.immobilienscout24.de/expose/115580210,"3.408,08 €",310 €,255 €,"3.973,08 €",3 Nettokaltmieten,Dachgeschoss,3 von 4,"206,55 m²",15.02.2020,2,3,True,,,1831,Fußbodenheizung,Gas,laut Gesetz nicht erforderlich,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Max-Beer-Straße 29, 10119 Berlin, Mitte (Mitte)"
2 Zimmer werden modernisiert - Greifen Sie zu!,https://www.immobilienscout24.de/expose/115579717,"387,73 €","136,24 €","inkl. 45,25 €","523,97 €","Kaution: 1.163,00 EUR",Erdgeschosswohnung,0,"45,2 m²",27.03.2020,"1,5",,True,,,1965,Öl-Heizung,,,Verbrauchsausweis,Deutsche Wohnen Gruppe,"Haackzeile 11, 13589 Berlin, Spandau (Spandau)"
"Ruhige 4 Zimmerwohnung, Nähe Landsberger Allee, Fenster zum grünen Innenhof",https://www.immobilienscout24.de/expose/115580698,"1.382,50 €",100 €,116 €,"1.598,50 €","3 Nettokaltmieten (4147,50)",Etagenwohnung,3 von 5,"110,6 m²",sofort,4,1,,,,1908,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,Zähringerstr. 33a 10707 Berlin,"Straßmannstr. 38, 10249 Berlin, Friedrichshain (Friedrichshain)"
